id,url,GED,hitSmiles,qrySmiles,tanimoto_gen_vs_to_buy,total_score,HEK_classifier,CFPAC_classifier,Custom_alerts,MW,raw_HEK_classifier,raw_CFPAC_classifier,raw_MW,valid,qryInchis,inchi_to_buy
MCULE-3972434836,https://mcule.com/MCULE-3972434836/,,S(=O)(=O)(NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1)C1=CC=C(C=C1C)C,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7297297297297297,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,453.568,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C23H27N5O3S/c1-16-4-9-21(17(2)14-16)32(29,30)27-20-7-5-19(6-8-20)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)"
MCULE-5816683920,https://mcule.com/MCULE-5816683920/,,S(=O)(=O)(C1C=CC(=CC=1)CC)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(=O)c2ccc(C)cc2)cc1,0.7401685393258427,0.88396764,0.85878396,0.8399507,1.0,1.0,0.83,0.14,453.568,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C23H27N5O3S/c1-3-18-4-10-21(11-5-18)32(29,30)27-20-8-6-19(7-9-20)25-23-24-17(2)16-22(26-23)28-12-14-31-15-13-28/h4-11,16,27H,3,12-15H2,1-2H3,(H,24,25,26)"
MCULE-5816683920,https://mcule.com/MCULE-5816683920/,,S(=O)(=O)(C1C=CC(=CC=1)CC)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7401685393258427,0.88396764,0.85878396,0.8399507,1.0,1.0,0.83,0.14,453.568,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C23H27N5O3S/c1-3-18-4-10-21(11-5-18)32(29,30)27-20-8-6-19(7-9-20)25-23-24-17(2)16-22(26-23)28-12-14-31-15-13-28/h4-11,16,27H,3,12-15H2,1-2H3,(H,24,25,26)"
MCULE-7419739310,https://mcule.com/MCULE-7419739310/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(C1CCCCC1)=O)C)N1CCOCC1,c1cc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)ccc1NC(=O)C1CCCCC1,0.7197452229299363,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,395.507,1,"InChI=1S/C23H31N5O2/c1-17-16-21(28-12-5-14-30-15-13-28)27-23(24-17)26-20-10-8-19(9-11-20)25-22(29)18-6-3-2-4-7-18/h8-11,16,18H,2-7,12-15H2,1H3,(H,25,29)(H,24,26,27)","InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)"
ZINC000033078157,ZINC000033078157,3.0,Cc1cc(N2CCOCC2)nc(Nc3ccc(NC(=O)C4CCCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)ccc1NC(=O)C4CCCCC4,0.4266666666666667,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,395.507,1,"InChI=1S/C23H31N5O2/c1-17-16-21(28-12-5-14-30-15-13-28)27-23(24-17)26-20-10-8-19(9-11-20)25-22(29)18-6-3-2-4-7-18/h8-11,16,18H,2-7,12-15H2,1H3,(H,25,29)(H,24,26,27)","InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)"
MCULE-8278623228,https://mcule.com/MCULE-8278623228/,,N1=C(C=C(N=C1NC1=CC=C(C=C1)NC(C1=CC=CC=C1)=O)C)N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(=O)c1ccccc1,0.7265100671140939,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,387.487,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)"
ZINC000017013516,ZINC000017013516,3.0,Cc1cc(N2CCCCC2)nc(Nc3ccc(NC(=O)c4ccccc4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(=O)c4ccccc4,0.4264705882352941,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,387.487,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)"
MCULE-8278623228,https://mcule.com/MCULE-8278623228/,,N1=C(C=C(N=C1NC1=CC=C(C=C1)NC(C1=CC=CC=C1)=O)C)N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(c1ccccc1)=O,0.7265100671140939,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,387.487,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)"
ZINC000017013516,ZINC000017013516,3.0,Cc1cc(N2CCCCC2)nc(Nc3ccc(NC(=O)c4ccccc4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(c4ccccc4)=O,0.4264705882352941,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,387.487,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)"
MCULE-1329927232,https://mcule.com/MCULE-1329927232/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(=O)C1C=CC(=CC=1)C)C)N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(=O)c1ccccc1,0.7079934747145188,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,401.514,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C24H27N5O/c1-17-6-8-19(9-7-17)23(30)26-20-10-12-21(13-11-20)27-24-25-18(2)16-22(28-24)29-14-4-3-5-15-29/h6-13,16H,3-5,14-15H2,1-2H3,(H,26,30)(H,25,27,28)"
ZINC000009573351,ZINC000009573351,4.0,Cc1ccc(C(=O)Nc2ccc(Nc3nc(C)cc(N4CCCCC4)n3)cc2)cc1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(=O)c4ccccc4,0.3561643835616438,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,401.514,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C24H27N5O/c1-17-6-8-19(9-7-17)23(30)26-20-10-12-21(13-11-20)27-24-25-18(2)16-22(28-24)29-14-4-3-5-15-29/h6-13,16H,3-5,14-15H2,1-2H3,(H,26,30)(H,25,27,28)"
MCULE-1329927232,https://mcule.com/MCULE-1329927232/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(=O)C1C=CC(=CC=1)C)C)N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(c1ccccc1)=O,0.7079934747145188,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,401.514,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C24H27N5O/c1-17-6-8-19(9-7-17)23(30)26-20-10-12-21(13-11-20)27-24-25-18(2)16-22(28-24)29-14-4-3-5-15-29/h6-13,16H,3-5,14-15H2,1-2H3,(H,26,30)(H,25,27,28)"
ZINC000009573351,ZINC000009573351,4.0,Cc1ccc(C(=O)Nc2ccc(Nc3nc(C)cc(N4CCCCC4)n3)cc2)cc1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1NC(c4ccccc4)=O,0.3561643835616438,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,401.514,1,"InChI=1S/C24H27N5O/c1-18-17-22(29-15-7-2-3-8-16-29)28-24(25-18)27-21-13-11-20(12-14-21)26-23(30)19-9-5-4-6-10-19/h4-6,9-14,17H,2-3,7-8,15-16H2,1H3,(H,26,30)(H,25,27,28)","InChI=1S/C24H27N5O/c1-17-6-8-19(9-7-17)23(30)26-20-10-12-21(13-11-20)27-24-25-18(2)16-22(28-24)29-14-4-3-5-15-29/h6-13,16H,3-5,14-15H2,1-2H3,(H,26,30)(H,25,27,28)"
MCULE-1508380250,https://mcule.com/MCULE-1508380250/,,S(=O)(=O)(C1C=CC(=CC=1)C)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7123287671232876,0.833965,0.83366245,0.6961288,1.0,1.0,0.8,0.17,439.541,1,"InChI=1S/C24H29N5O3S/c1-17-5-8-21(9-6-17)33(30,31)28-22-10-7-20(15-18(22)2)26-24-25-19(3)16-23(27-24)29-11-4-13-32-14-12-29/h5-10,15-16,28H,4,11-14H2,1-3H3,(H,25,26,27)","InChI=1S/C22H25N5O3S/c1-16-3-9-20(10-4-16)31(28,29)26-19-7-5-18(6-8-19)24-22-23-17(2)15-21(25-22)27-11-13-30-14-12-27/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
MCULE-3972434836,https://mcule.com/MCULE-3972434836/,,S(=O)(=O)(NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1)C1=CC=C(C=C1C)C,c1(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7011795543905636,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,453.568,1,"InChI=1S/C24H29N5O3S/c1-17-5-8-21(9-6-17)33(30,31)28-22-10-7-20(15-18(22)2)26-24-25-19(3)16-23(27-24)29-11-4-13-32-14-12-29/h5-10,15-16,28H,4,11-14H2,1-3H3,(H,25,26,27)","InChI=1S/C23H27N5O3S/c1-16-4-9-21(17(2)14-16)32(29,30)27-20-7-5-19(6-8-20)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)"
MCULE-5816683920,https://mcule.com/MCULE-5816683920/,,S(=O)(=O)(C1C=CC(=CC=1)CC)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7125340599455041,0.88396764,0.85878396,0.8399507,1.0,1.0,0.83,0.14,453.568,1,"InChI=1S/C24H29N5O3S/c1-17-5-8-21(9-6-17)33(30,31)28-22-10-7-20(15-18(22)2)26-24-25-19(3)16-23(27-24)29-11-4-13-32-14-12-29/h5-10,15-16,28H,4,11-14H2,1-3H3,(H,25,26,27)","InChI=1S/C23H27N5O3S/c1-3-18-4-10-21(11-5-18)32(29,30)27-20-8-6-19(7-9-20)25-23-24-17(2)16-22(26-23)28-12-14-31-15-13-28/h4-11,16,27H,3,12-15H2,1-2H3,(H,24,25,26)"
MCULE-2557790400,https://mcule.com/MCULE-2557790400/,,S(=O)(=O)(C1C=CC(=CC=1)OC)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc(C)c(NS(=O)(=O)c2ccc(OC)cc2)cc1,0.7194630872483222,0.79880524,0.88065463,0.5,1.0,1.0,0.86,0.2,455.54,1,"InChI=1S/C24H29N5O4S/c1-17-15-19(5-10-22(17)28-34(30,31)21-8-6-20(32-3)7-9-21)26-24-25-18(2)16-23(27-24)29-11-4-13-33-14-12-29/h5-10,15-16,28H,4,11-14H2,1-3H3,(H,25,26,27)","InChI=1S/C22H25N5O4S/c1-16-15-21(27-11-13-31-14-12-27)25-22(23-16)24-17-3-5-18(6-4-17)26-32(28,29)20-9-7-19(30-2)8-10-20/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
MCULE-1729821235,https://mcule.com/MCULE-1729821235/,,S(=O)(=O)(NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1)C1=CC=C(C(C)=C1)OC,c1(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc(C)c(NS(=O)(=O)c2ccc(OC)cc2)cc1,0.7215686274509804,0.8021314,0.8872662,0.5,1.0,1.0,0.87,0.2,469.567,1,"InChI=1S/C24H29N5O4S/c1-17-15-19(5-10-22(17)28-34(30,31)21-8-6-20(32-3)7-9-21)26-24-25-18(2)16-23(27-24)29-11-4-13-33-14-12-29/h5-10,15-16,28H,4,11-14H2,1-3H3,(H,25,26,27)","InChI=1S/C23H27N5O4S/c1-16-14-20(8-9-21(16)31-3)33(29,30)27-19-6-4-18(5-7-19)25-23-24-17(2)15-22(26-23)28-10-12-32-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)"
