id,url,GED,hitSmiles,qrySmiles,tanimoto_gen_vs_to_buy,total_score,BXPC3_classifier,CAPAN_classifier,Custom_alerts,MW,raw_BXPC3_classifier,raw_CAPAN_classifier,raw_MW,valid,qryInchis,inchi_to_buy
MCULE-9257155722,https://mcule.com/MCULE-9257155722/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4cc(F)ccc4c3)ccc2Sc2c1cccc2,0.8941368078175895,0.9306083,0.9609694,0.79924,1.0,1.0,0.85,0.15,404.51,1,"InChI=1S/C27H21FN2OS/c1-2-23-22-5-3-4-6-25(22)32-26-12-10-20(15-24(26)30-23)27(31)29-16-17-7-8-19-14-21(28)11-9-18(19)13-17/h3-15H,2,16H2,1H3,(H,29,31)","InChI=1S/C24H21FN2OS/c1-2-5-20-19-6-3-4-7-22(19)29-23-13-10-17(14-21(23)27-20)24(28)26-15-16-8-11-18(25)12-9-16/h3-4,6-14H,2,5,15H2,1H3,(H,26,28)"
MCULE-8318145015,https://mcule.com/MCULE-8318145015/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4cc(F)ccc4c3)ccc2Sc2c1cccc2,0.8872785829307569,0.9340865,0.9335762,0.8737104,1.0,1.0,0.78,0.13,404.51,1,"InChI=1S/C27H21FN2OS/c1-2-23-22-5-3-4-6-25(22)32-26-12-10-20(15-24(26)30-23)27(31)29-16-17-7-8-19-14-21(28)11-9-18(19)13-17/h3-15H,2,16H2,1H3,(H,29,31)","InChI=1S/C24H21FN2OS/c1-3-20-19-12-15(2)4-10-22(19)29-23-11-7-17(13-21(23)27-20)24(28)26-14-16-5-8-18(25)9-6-16/h4-13H,3,14H2,1-2H3,(H,26,28)"
MCULE-4087326320,https://mcule.com/MCULE-4087326320/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3ccc4cc(F)ccc4c3)ccc2Sc2c1cccc2,0.8737704918032787,0.97716236,0.9638649,0.9881202,1.0,1.0,0.86,0.04,386.52,1,"InChI=1S/C27H21FN2OS/c1-2-23-22-5-3-4-6-25(22)32-26-12-10-20(15-24(26)30-23)27(31)29-16-17-7-8-19-14-21(28)11-9-18(19)13-17/h3-15H,2,16H2,1H3,(H,29,31)","InChI=1S/C24H22N2OS/c1-2-8-20-19-11-6-7-12-22(19)28-23-14-13-18(15-21(23)26-20)24(27)25-16-17-9-4-3-5-10-17/h3-7,9-15H,2,8,16H2,1H3,(H,25,27)"
MCULE-5769957136,https://mcule.com/MCULE-5769957136/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4cc(F)ccc4c3)ccc2Sc2c1cccc2,0.8476190476190476,0.9369809,0.8968244,0.9795346,1.0,1.0,0.72,0.06,400.547,1,"InChI=1S/C27H21FN2OS/c1-2-23-22-5-3-4-6-25(22)32-26-12-10-20(15-24(26)30-23)27(31)29-16-17-7-8-19-14-21(28)11-9-18(19)13-17/h3-15H,2,16H2,1H3,(H,29,31)","InChI=1S/C25H24N2OS/c1-3-9-21-20-12-7-8-13-23(20)29-24-15-14-19(16-22(24)27-21)25(28)26-17(2)18-10-5-4-6-11-18/h4-8,10-17H,3,9H2,1-2H3,(H,26,28)"
MCULE-6561969005,https://mcule.com/MCULE-6561969005/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CC)C(=O)NCC1C=CC(=CC=1)C,CCC1=Nc2cc(C(=O)NCc3ccc4cc(F)ccc4c3)ccc2Sc2c1cccc2,0.8544,0.9271211,0.95449746,0.79924,1.0,1.0,0.83,0.15,400.547,1,"InChI=1S/C27H21FN2OS/c1-2-23-22-5-3-4-6-25(22)32-26-12-10-20(15-24(26)30-23)27(31)29-16-17-7-8-19-14-21(28)11-9-18(19)13-17/h3-15H,2,16H2,1H3,(H,29,31)","InChI=1S/C25H24N2OS/c1-4-21-20-13-17(3)7-11-23(20)29-24-12-10-19(14-22(24)27-21)25(28)26-15-18-8-5-16(2)6-9-18/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-6622690555,https://mcule.com/MCULE-6622690555/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4cc(F)ccc4c3)ccc2Sc2c1cccc2,0.8440944881889764,0.8919808,0.82078993,0.9795346,1.0,1.0,0.64,0.06,400.547,1,"InChI=1S/C27H21FN2OS/c1-2-23-22-5-3-4-6-25(22)32-26-12-10-20(15-24(26)30-23)27(31)29-16-17-7-8-19-14-21(28)11-9-18(19)13-17/h3-15H,2,16H2,1H3,(H,29,31)","InChI=1S/C25H24N2OS/c1-4-21-20-14-16(2)10-12-23(20)29-24-13-11-19(15-22(24)27-21)25(28)26-17(3)18-8-6-5-7-9-18/h5-15,17H,4H2,1-3H3,(H,26,28)"
MCULE-9681315168,https://mcule.com/MCULE-9681315168/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(NCCCC)=O,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8585858585858586,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,338.476,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C20H22N2OS/c1-3-5-12-21-20(23)14-10-11-19-17(13-14)22-16(4-2)15-8-6-7-9-18(15)24-19/h6-11,13H,3-5,12H2,1-2H3,(H,21,23)"
MCULE-9681315168,https://mcule.com/MCULE-9681315168/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(NCCCC)=O,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8585858585858586,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,338.476,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C20H22N2OS/c1-3-5-12-21-20(23)14-10-11-19-17(13-14)22-16(4-2)15-8-6-7-9-18(15)24-19/h6-11,13H,3-5,12H2,1-2H3,(H,21,23)"
MCULE-1997084486,https://mcule.com/MCULE-1997084486/,,N1C2C=C(C=CC=2SC2C=CC(Cl)=CC=2C=1CC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.856682769726248,0.84905577,0.9335762,0.56864136,1.0,1.0,0.78,0.19,406.938,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C23H19ClN2OS/c1-2-19-18-13-17(24)9-11-21(18)28-22-10-8-16(12-20(22)26-19)23(27)25-14-15-6-4-3-5-7-15/h3-13H,2,14H2,1H3,(H,25,27)"
MCULE-1997084486,https://mcule.com/MCULE-1997084486/,,N1C2C=C(C=CC=2SC2C=CC(Cl)=CC=2C=1CC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.856682769726248,0.84905577,0.9335762,0.56864136,1.0,1.0,0.78,0.19,406.938,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C23H19ClN2OS/c1-2-19-18-13-17(24)9-11-21(18)28-22-10-8-16(12-20(22)26-19)23(27)25-14-15-6-4-3-5-7-15/h3-13H,2,14H2,1H3,(H,25,27)"
MCULE-8454725046,https://mcule.com/MCULE-8454725046/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8872305140961857,0.9289299,0.957852,0.79924,1.0,1.0,0.84,0.15,390.483,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C23H19FN2OS/c1-2-19-18-5-3-4-6-21(18)28-22-12-9-16(13-20(22)26-19)23(27)25-14-15-7-10-17(24)11-8-15/h3-13H,2,14H2,1H3,(H,25,27)"
MCULE-8454725046,https://mcule.com/MCULE-8454725046/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8872305140961857,0.9289299,0.957852,0.79924,1.0,1.0,0.84,0.15,390.483,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C23H19FN2OS/c1-2-19-18-5-3-4-6-21(18)28-22-12-9-16(13-20(22)26-19)23(27)25-14-15-7-10-17(24)11-8-15/h3-13H,2,14H2,1H3,(H,25,27)"
MCULE-9257155722,https://mcule.com/MCULE-9257155722/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8685064935064936,0.9306083,0.9609694,0.79924,1.0,1.0,0.85,0.15,404.51,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H21FN2OS/c1-2-5-20-19-6-3-4-7-22(19)29-23-13-10-17(14-21(23)27-20)24(28)26-15-16-8-11-18(25)12-9-16/h3-4,6-14H,2,5,15H2,1H3,(H,26,28)"
MCULE-9257155722,https://mcule.com/MCULE-9257155722/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8685064935064936,0.9306083,0.9609694,0.79924,1.0,1.0,0.85,0.15,404.51,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H21FN2OS/c1-2-5-20-19-6-3-4-7-22(19)29-23-13-10-17(14-21(23)27-20)24(28)26-15-16-8-11-18(25)12-9-16/h3-4,6-14H,2,5,15H2,1H3,(H,26,28)"
MCULE-8318145015,https://mcule.com/MCULE-8318145015/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8679549114331723,0.9340865,0.9335762,0.8737104,1.0,1.0,0.78,0.13,404.51,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H21FN2OS/c1-3-20-19-12-15(2)4-10-22(19)29-23-11-7-17(13-21(23)27-20)24(28)26-14-16-5-8-18(25)9-6-16/h4-13H,3,14H2,1-2H3,(H,26,28)"
MCULE-8318145015,https://mcule.com/MCULE-8318145015/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8679549114331723,0.9340865,0.9335762,0.8737104,1.0,1.0,0.78,0.13,404.51,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H21FN2OS/c1-3-20-19-12-15(2)4-10-22(19)29-23-11-7-17(13-21(23)27-20)24(28)26-14-16-5-8-18(25)9-6-16/h4-13H,3,14H2,1-2H3,(H,26,28)"
MCULE-4087326320,https://mcule.com/MCULE-4087326320/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8913043478260869,0.97716236,0.9638649,0.9881202,1.0,1.0,0.86,0.04,386.52,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H22N2OS/c1-2-8-20-19-11-6-7-12-22(19)28-23-14-13-18(15-21(23)26-20)24(27)25-16-17-9-4-3-5-10-17/h3-7,9-15H,2,8,16H2,1H3,(H,25,27)"
MCULE-4087326320,https://mcule.com/MCULE-4087326320/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8913043478260869,0.97716236,0.9638649,0.9881202,1.0,1.0,0.86,0.04,386.52,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H22N2OS/c1-2-8-20-19-11-6-7-12-22(19)28-23-14-13-18(15-21(23)26-20)24(27)25-16-17-9-4-3-5-10-17/h3-7,9-15H,2,8,16H2,1H3,(H,25,27)"
MCULE-5769957136,https://mcule.com/MCULE-5769957136/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8610662358642972,0.9369809,0.8968244,0.9795346,1.0,1.0,0.72,0.06,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-3-9-21-20-12-7-8-13-23(20)29-24-15-14-19(16-22(24)27-21)25(28)26-17(2)18-10-5-4-6-11-18/h4-8,10-17H,3,9H2,1-2H3,(H,26,28)"
MCULE-5769957136,https://mcule.com/MCULE-5769957136/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8610662358642972,0.9369809,0.8968244,0.9795346,1.0,1.0,0.72,0.06,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-3-9-21-20-12-7-8-13-23(20)29-24-15-14-19(16-22(24)27-21)25(28)26-17(2)18-10-5-4-6-11-18/h4-8,10-17H,3,9H2,1-2H3,(H,26,28)"
MCULE-6561969005,https://mcule.com/MCULE-6561969005/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CC)C(=O)NCC1C=CC(=CC=1)C,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8772504091653028,0.9271211,0.95449746,0.79924,1.0,1.0,0.83,0.15,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-4-21-20-13-17(3)7-11-23(20)29-24-12-10-19(14-22(24)27-21)25(28)26-15-18-8-5-16(2)6-9-18/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-6561969005,https://mcule.com/MCULE-6561969005/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CC)C(=O)NCC1C=CC(=CC=1)C,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8772504091653028,0.9271211,0.95449746,0.79924,1.0,1.0,0.83,0.15,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-4-21-20-13-17(3)7-11-23(20)29-24-12-10-19(14-22(24)27-21)25(28)26-15-18-8-5-16(2)6-9-18/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-6622690555,https://mcule.com/MCULE-6622690555/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3c4c(cccc4)ccc3)ccc2Sc2c1cccc2,0.8633440514469454,0.8919808,0.82078993,0.9795346,1.0,1.0,0.64,0.06,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-4-21-20-14-16(2)10-12-23(20)29-24-13-11-19(15-22(24)27-21)25(28)26-17(3)18-8-6-5-7-9-18/h5-15,17H,4H2,1-3H3,(H,26,28)"
MCULE-6622690555,https://mcule.com/MCULE-6622690555/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3c4ccccc4ccc3)ccc2Sc2c1cccc2,0.8633440514469454,0.8919808,0.82078993,0.9795346,1.0,1.0,0.64,0.06,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-12-5-6-13-25(22)31-26-15-14-19(16-24(26)29-23)27(30)28-17-20-10-7-9-18-8-3-4-11-21(18)20/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-4-21-20-14-16(2)10-12-23(20)29-24-13-11-19(15-22(24)27-21)25(28)26-17(3)18-8-6-5-7-9-18/h5-15,17H,4H2,1-3H3,(H,26,28)"
MCULE-9681315168,https://mcule.com/MCULE-9681315168/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(NCCCC)=O,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.8717948717948718,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,338.476,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C20H22N2OS/c1-3-5-12-21-20(23)14-10-11-19-17(13-14)22-16(4-2)15-8-6-7-9-18(15)24-19/h6-11,13H,3-5,12H2,1-2H3,(H,21,23)"
MCULE-1997084486,https://mcule.com/MCULE-1997084486/,,N1C2C=C(C=CC=2SC2C=CC(Cl)=CC=2C=1CC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.869281045751634,0.84905577,0.9335762,0.56864136,1.0,1.0,0.78,0.19,406.938,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C23H19ClN2OS/c1-2-19-18-13-17(24)9-11-21(18)28-22-10-8-16(12-20(22)26-19)23(27)25-14-15-6-4-3-5-7-15/h3-13H,2,14H2,1H3,(H,25,27)"
MCULE-8454725046,https://mcule.com/MCULE-8454725046/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.8974789915966387,0.9289299,0.957852,0.79924,1.0,1.0,0.84,0.15,390.483,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C23H19FN2OS/c1-2-19-18-5-3-4-6-21(18)28-22-12-9-16(13-20(22)26-19)23(27)25-14-15-7-10-17(24)11-8-15/h3-13H,2,14H2,1H3,(H,25,27)"
MCULE-9257155722,https://mcule.com/MCULE-9257155722/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.8782894736842105,0.9306083,0.9609694,0.79924,1.0,1.0,0.85,0.15,404.51,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H21FN2OS/c1-2-5-20-19-6-3-4-7-22(19)29-23-13-10-17(14-21(23)27-20)24(28)26-15-16-8-11-18(25)12-9-16/h3-4,6-14H,2,5,15H2,1H3,(H,26,28)"
MCULE-8318145015,https://mcule.com/MCULE-8318145015/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.8715447154471545,0.9340865,0.9335762,0.8737104,1.0,1.0,0.78,0.13,404.51,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H21FN2OS/c1-3-20-19-12-15(2)4-10-22(19)29-23-11-7-17(13-21(23)27-20)24(28)26-14-16-5-8-18(25)9-6-16/h4-13H,3,14H2,1-2H3,(H,26,28)"
MCULE-4087326320,https://mcule.com/MCULE-4087326320/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.9016949152542372,0.97716236,0.9638649,0.9881202,1.0,1.0,0.86,0.04,386.52,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C24H22N2OS/c1-2-8-20-19-11-6-7-12-22(19)28-23-14-13-18(15-21(23)26-20)24(27)25-16-17-9-4-3-5-10-17/h3-7,9-15H,2,8,16H2,1H3,(H,25,27)"
MCULE-5769957136,https://mcule.com/MCULE-5769957136/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.8707037643207856,0.9369809,0.8968244,0.9795346,1.0,1.0,0.72,0.06,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-3-9-21-20-12-7-8-13-23(20)29-24-15-14-19(16-22(24)27-21)25(28)26-17(2)18-10-5-4-6-11-18/h4-8,10-17H,3,9H2,1-2H3,(H,26,28)"
MCULE-6561969005,https://mcule.com/MCULE-6561969005/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CC)C(=O)NCC1C=CC(=CC=1)C,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.8841059602649006,0.9271211,0.95449746,0.79924,1.0,1.0,0.83,0.15,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-4-21-20-13-17(3)7-11-23(20)29-24-12-10-19(14-22(24)27-21)25(28)26-15-18-8-5-16(2)6-9-18/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-6622690555,https://mcule.com/MCULE-6622690555/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4ccccc4c3)ccc2Sc2c1cccc2,0.8668831168831169,0.8919808,0.82078993,0.9795346,1.0,1.0,0.64,0.06,400.547,1,"InChI=1S/C27H22N2OS/c1-2-23-22-9-5-6-10-25(22)31-26-14-13-21(16-24(26)29-23)27(30)28-17-18-11-12-19-7-3-4-8-20(19)15-18/h3-16H,2,17H2,1H3,(H,28,30)","InChI=1S/C25H24N2OS/c1-4-21-20-14-16(2)10-12-23(20)29-24-13-11-19(15-22(24)27-21)25(28)26-17(3)18-8-6-5-7-9-18/h5-15,17H,4H2,1-3H3,(H,26,28)"
MCULE-2722812960,https://mcule.com/MCULE-2722812960/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(=O)NCC1=CC=CS1,c1cc(-c2ccsc2)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.812111801242236,0.90867716,0.8534572,0.9658036,1.0,1.0,0.67,0.07909091,378.522,1,"InChI=1S/C27H22N2OS2/c1-17-3-9-25-23(13-17)18(2)29-24-14-21(8-10-26(24)32-25)27(30)28-15-19-4-6-20(7-5-19)22-11-12-31-16-22/h3-14,16H,15H2,1-2H3,(H,28,30)","InChI=1S/C21H18N2OS2/c1-13-5-7-19-17(10-13)14(2)23-18-11-15(6-8-20(18)26-19)21(24)22-12-16-4-3-9-25-16/h3-11H,12H2,1-2H3,(H,22,24)"
