ID,Supplier,Supplier Ref,SMILES,CLNUMBER
IRB-0012569,ChemDiv,6321-0425,COc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)F,CL0949
IRB-0012570,ChemDiv,E975-1321,O=S(=O)(NCc1ccc2c(c1)OCO2)c1ccc2[nH]c3c(c2c1)CCCCC3,CL4945C
IRB-0012571,ChemDiv,6321-0430,COc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1cccc(c1)OC,CL0949
IRB-0012572,ChemDiv,E975-1419,O=S(=O)(N1CCCCC1)c1ccc2[nH]c3c(c2c1)CCCCC3,CL4945C
IRB-0012573,ChemDiv,6321-0434,CCc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)OC)n2nc(nc2N1)N,CL0949
IRB-0012574,ChemDiv,E975-1576,O=C1CCSc2ccc(cc2N1)S(=O)(=O)N1CCC(CC1)N1CCCCC1,CL7491A
IRB-0012575,ChemDiv,6321-0435,CCOc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)OC)n2nc(nc2N1)N,CL0949
IRB-0012576,ChemDiv,F126-0123,Brc1ccc(s1)S(=O)(=O)N1CCC(CC1)CN1CCCCC1,CL7470
IRB-0012577,ChemDiv,E738-0087,CN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2cccc(c2)Cl)S1(=O)=O,CL5187
IRB-0012578,ChemDiv,G951-0010,COc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1ccc(cc1)C,CL1132
IRB-0012579,ChemDiv,E738-0096,CN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2ccsc2)S1(=O)=O,CL5187
IRB-0012580,ChemDiv,G951-0012,COc1ccccc1C1CC(Nc2nnnn21)c1ccc(cc1)Br,CL1132
IRB-0012581,ChemDiv,E738-0099,CN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2ccccc2Br)S1(=O)=O,CL5187
IRB-0012582,ChemDiv,G951-0013,Fc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1ccc(cc1)Cl,CL1132
IRB-0012583,ChemDiv,E738-0104,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2cccc(c2OC)OC)S1(=O)=O,CL5187
IRB-0012584,ChemDiv,G951-0021,COc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1ccc(cc1)Cl,CL1132
IRB-0012585,ChemDiv,E738-0105,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2ccc(cc2)Cl)S1(=O)=O,CL5187
IRB-0012586,ChemDiv,G951-0023,Cc1ccc(cc1)[C@@H]1C[C@H](c2cccc(c2)F)n2nnnc2N1,CL1132
IRB-0012587,ChemDiv,E738-0111,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2ccccc2)S1(=O)=O,CL5187
IRB-0012588,ChemDiv,G951-0024,COc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1ccccc1,CL1132
IRB-0012589,ChemDiv,E738-0113,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2ccc(cc2)Br)S1(=O)=O,CL5187
IRB-0012590,ChemDiv,G951-0028,Cc1ccccc1C1CC(Nc2nnnn21)c1ccc(s1)Br,CL1132
IRB-0012591,ChemDiv,E738-0115,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2ccc(cc2)F)S1(=O)=O,CL5187
IRB-0012592,ChemDiv,G951-0031,Clc1ccccc1[C@H]1C[C@H](Nc2nnnn21)c1ccccc1,CL1132
IRB-0012593,ChemDiv,6321-0436,COc1cccc(c1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccccc1,CL0949
IRB-0012594,ChemDiv,F126-0197,CC1CCN(CC1)CC1CCN(CC1)S(=O)(=O)c1ccc(s1)Br,CL7470
IRB-0012595,ChemDiv,6321-0449,COc1ccccc1[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)F,CL0949
IRB-0012596,ChemDiv,F284-0032,COc1cc(c(cc1Cl)NC(=O)C1CC2CSCN2C11C(=O)Nc2ccccc21)OC,CL4852
IRB-0012597,ChemDiv,6321-0454,COc1cccc(c1)[C@@H]1C[C@H](c2ccccc2OC)n2nc(nc2N1)N,CL0949
IRB-0012598,ChemDiv,F288-0099,CN1CCC2(CC1)N=C(SCC(=O)Nc1ccc3c(c1)OCO3)C(=N2)c1ccc(cc1)Br,CL4124
IRB-0012599,ChemDiv,6321-0457,COc1ccccc1[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(c(c1)Cl)Cl,CL0949
IRB-0012600,ChemDiv,F351-0048,Clc1ccc(s1)S(=O)(=O)N1CCC2(CC1)Nc1ccccc1-n1cccc12,CL6673B
IRB-0012601,ChemDiv,6321-0461,CCc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)F,CL0949
IRB-0012602,ChemDiv,F352-0006,Brc1ccc(o1)C(=O)N1CCC2(CC1)Nc1ccccc1-n1cccc12,CL6673A
IRB-0012603,ChemDiv,6321-0467,CCc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)OC,CL0949
IRB-0012604,ChemDiv,F352-0529,Fc1ccc-2c(c1)NC1(CCN(CC1)C(=O)c1ccc(o1)Br)c1cccn12,CL6673A
IRB-0012605,ChemDiv,6321-0472,CCOc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccccc1,CL0949
IRB-0012606,ChemDiv,F352-1246,Clc1ccc(cc1)OCC(=O)N1CCC2(CC1)Nc1ccc(cc1-n1cccc12)Cl,CL6673A
IRB-0012607,ChemDiv,6321-0473,CCOc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)F,CL0949
IRB-0012608,ChemDiv,F998-5017,CCN1CCN(C2CCN(CC2)C(=O)c2ccc(o2)Br)C1=O,CL7222
IRB-0012609,ChemDiv,E738-0117,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2cc(ccc2F)Br)S1(=O)=O,CL5187
IRB-0012610,ChemDiv,G951-0047,CCc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)SC)n2nnnc2N1,CL1132
IRB-0012611,ChemDiv,E738-0124,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2cccnc2)S1(=O)=O,CL5187
IRB-0012612,ChemDiv,G951-0048,COc1ccc(c(c1OC)OC)[C@H]1C[C@H](Nc2nnnn21)c1ccccc1,CL1132
IRB-0012613,ChemDiv,E738-0137,CCN1c2ccccc2C2=C(C(C(=C(N)O2)C#N)c2cccc(c2)Cl)S1(=O)=O,CL5187
IRB-0012614,ChemDiv,G951-0051,Cc1ccc(c(c1)C)[C@H]1C[C@H](Nc2nnnn21)c1ccc(cc1)Br,CL1132
IRB-0012615,ChemDiv,E738-0155,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccc(cc1)F)S2(=O)=O)c1ccc(cc1)Cl,CL5187
IRB-0012616,ChemDiv,G951-0054,Fc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1ccccc1,CL1132
IRB-0012617,ChemDiv,E738-0160,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccc(cc1)F)S2(=O)=O)c1cccc(c1)F,CL5187
IRB-0012618,ChemDiv,G951-0061,CSc1ccc(cc1)C1CC(Nc2nnnn21)c1ccc(cc1)Cl,CL1132
IRB-0012619,ChemDiv,E738-0161,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccc(cc1)F)S2(=O)=O)c1ccccc1,CL5187
IRB-0012620,ChemDiv,G951-0082,CSc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1cccs1,CL1132
IRB-0012621,ChemDiv,E738-0165,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccc(cc1)F)S2(=O)=O)c1ccc(cc1)F,CL5187
IRB-0012622,ChemDiv,G951-0089,COc1cccc(c1)[C@H]1C[C@H](Nc2nnnn21)c1cccc(c1)Br,CL1132
IRB-0012623,ChemDiv,E738-0174,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccc(cc1)F)S2(=O)=O)c1cccnc1,CL5187
IRB-0012624,ChemDiv,G951-0090,COc1ccc(cc1)[C@@H]1C[C@H](c2ccccc2Cl)n2nnnc2N1,CL1132
IRB-0012625,ChemDiv,6321-0474,CCOc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)Cl,CL0949
IRB-0012626,ChemDiv,FF01-7601,NC(=O)NCC1CCCO1,
IRB-0012627,ChemDiv,6321-0476,CCOc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)Br,CL0949
IRB-0012628,ChemDiv,FF20-0428,CC1CN(CCO)c2cccnc2O1,
IRB-0012629,ChemDiv,6321-0477,CCOc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)C,CL0949
IRB-0012630,ChemDiv,FF20-1493,O=C1NN=CC(=C1)N1CCCCC1,
IRB-0012631,ChemDiv,6321-0479,CCOc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)OC,CL0949
IRB-0012632,ChemDiv,G016-1002,CCOC(=O)N1CCN(CC1)C(=O)C1=C(C)C(=O)OC21CCN(CC2)S(=O)(=O)c1cccs1,CL3586C
IRB-0012633,ChemDiv,6321-0481,CCOc1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(c(c1)Cl)Cl,CL0949
IRB-0012634,ChemDiv,G016-1006,CC1=C(C(=O)NCc2ccco2)C2(CCN(CC2)S(=O)(=O)c2cccs2)OC1=O,CL3586C
IRB-0012635,ChemDiv,6321-0490,CCOc1ccccc1[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(c(c1)Cl)Cl,CL0949
IRB-0012636,ChemDiv,G016-1016,CC1=C(C(=O)N2CCN(CC2)c2ccccc2)C2(CCN(CC2)S(=O)(=O)c2cccs2)OC1=O,CL3586C
IRB-0012637,ChemDiv,6321-0492,COc1ccc(cc1OC)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)F,CL0949
IRB-0012638,ChemDiv,G016-1023,CC1=C(C(=O)N2CCc3ccccc3C2)C2(CCN(CC2)S(=O)(=O)c2cccs2)OC1=O,CL3586C
IRB-0012639,ChemDiv,6321-0496,COc1ccc(cc1OC)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(cc1)C,CL0949
IRB-0012640,ChemDiv,G022-0073,COc1ccc(cc1)C1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1SC,CL5891
IRB-0012641,ChemDiv,E738-0186,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccc(cc1)F)S2(=O)=O)c1ccccc1Cl,CL5187
IRB-0012642,ChemDiv,G951-0092,Clc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1ccc2c(c1)OCO2,CL1132
IRB-0012643,ChemDiv,E738-0187,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccc(cc1)F)S2(=O)=O)c1cccc(c1)Cl,CL5187
IRB-0012644,ChemDiv,G951-0096,COc1ccc(c(c1OC)OC)[C@H]1C[C@H](Nc2nnnn21)c1ccc(cc1)Br,CL1132
IRB-0012645,ChemDiv,E738-0205,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccccc1F)S2(=O)=O)c1ccc(cc1)Cl,CL5187
IRB-0012646,ChemDiv,G951-0113,Fc1cccc(c1)[C@H]1C[C@H](Nc2nnnn21)c1cccs1,CL1132
IRB-0012647,ChemDiv,E738-0210,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccccc1F)S2(=O)=O)c1cccc(c1)F,CL5187
IRB-0012648,ChemDiv,G951-0114,CCOc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)Cl)n2nnnc2N1,CL1132
IRB-0012649,ChemDiv,E738-0211,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccccc1F)S2(=O)=O)c1ccccc1,CL5187
IRB-0012650,ChemDiv,G951-0115,COc1ccc(c(c1)[C@H]1C[C@H](Nc2nnnn21)c1ccc(cc1)Cl)OC,CL1132
IRB-0012651,ChemDiv,E738-0215,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccccc1F)S2(=O)=O)c1ccc(cc1)F,CL5187
IRB-0012652,ChemDiv,G951-0118,COc1ccc(c(c1)[C@H]1C[C@H](Nc2nnnn21)c1ccc(cc1)Br)OC,CL1132
IRB-0012653,ChemDiv,E738-0218,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccccc1F)S2(=O)=O)c1ccccc1F,CL5187
IRB-0012654,ChemDiv,G951-0120,COc1ccc(c(c1OC)OC)[C@H]1C[C@H](Nc2nnnn21)c1ccc(c(c1)C)C,CL1132
IRB-0012655,ChemDiv,E738-0224,NC1=C(C#N)C(C2=C(O1)c1ccccc1N(Cc1ccccc1F)S2(=O)=O)c1cccnc1,CL5187
IRB-0012656,ChemDiv,G951-0121,COc1ccc(cc1)[C@H]1C[C@H](Nc2nnnn21)c1ccc(c(c1)C)C,CL1132
IRB-0012657,ChemDiv,6321-0500,COc1ccc(cc1OC)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccc(c(c1)Cl)Cl,CL0949
IRB-0012658,ChemDiv,G022-0076,CCSC1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1c1ccccc1,CL5891
IRB-0012659,ChemDiv,6321-0501,CCc1ccc(cc1)[C@@H]1C[C@H](c2ccc(c(c2)OC)OC)n2nc(nc2N1)N,CL0949
IRB-0012660,ChemDiv,G022-0079,CCSC1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1c1ccc(cc1)OC,CL5891
IRB-0012661,ChemDiv,6321-0502,CCOc1ccc(cc1)[C@@H]1C[C@H](c2ccc(c(c2)OC)OC)n2nc(nc2N1)N,CL0949
IRB-0012662,ChemDiv,G022-0080,CCSC1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1c1ccc(cc1)Cl,CL5891
IRB-0012663,ChemDiv,6321-0503,Nc1nc2n(n1)[C@H](C[C@H](N2)c1ccccc1)c1cccc(c1)Br,CL0949
IRB-0012664,ChemDiv,G022-0081,CCSC1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1c1ccc(cc1)C(C)(C)C,CL5891
IRB-0012665,ChemDiv,6321-0514,CCOc1ccc(cc1)[C@@H]1C[C@H](c2cccc(c2)Br)n2nc(nc2N1)N,CL0949
IRB-0012666,ChemDiv,G022-0082,CCCSC1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1c1ccccc1,CL5891
IRB-0012667,ChemDiv,6344-0061,COc1cccc(c1)N1C(CC(=C)C)[C@]23O[C@H](C=C2)C([C@@H]3C1=O)C(=O)O,CL2847
IRB-0012668,ChemDiv,G022-0085,CCCSC1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1c1ccc(cc1)OC,CL5891
IRB-0012669,ChemDiv,6359-0264,CCOc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)Nc2ncnn21,CL2658
IRB-0012670,ChemDiv,G022-0087,CCCCSC1=NC2(CCN(CC2)S(=O)(=O)Cc2ccccc2)N=C1c1ccccc1,CL5891
