ID,Supplier,Supplier Ref,SMILES,CLNUMBER
IRB-0026870,ChemDiv,M347-0172,Cc1csc(n1)-c1cc(cn1CC(=O)N1CCCC1)S(=O)(=O)N1CCOCC1,CL9657
IRB-0026871,ChemDiv,K788-7046,CC(C)CCNC(=O)c1cc(nc2ccc(cc12)S(=O)(=O)N1CCOCC1)-c1ccncc1,CL0648
IRB-0026872,ChemDiv,M347-0343,Cc1csc(n1)-c1cc(cn1CC(=O)N1CCCCC1)S(=O)(=O)NCCN1CCOCC1,CL9657
IRB-0026873,ChemDiv,K788-8188,Brc1ccc(cc1)S(=O)(=O)Cc1ccc(o1)C(=O)NC1CCCc2ccccc21,CL3053
IRB-0026874,ChemDiv,M348-0058,Cc1nn(c(c1S(=O)(=O)N1CCN(CC1)C1CCCCC1)C)-c1ccc(nn1)-c1ccccc1,CL9677
IRB-0026875,ChemDiv,K788-9086,CC1CCCCC1NC(=O)CN1C(=O)C=C(C2=C1CCC2)c1ccccc1Cl,CL3402B
IRB-0026876,ChemDiv,M348-0077,CN1CCN(CC1)S(=O)(=O)c1c(nn(c1C)-c1ccc(nn1)-c1ccccc1)C,CL9677
IRB-0026877,ChemDiv,K788-9098,CC(CCc1ccccc1)NC(=O)CN1C(=O)C=C(C2=C1CCC2)c1ccccc1Cl,CL3402B
IRB-0026878,ChemDiv,M348-0159,Cc1nn(c(c1S(=O)(=O)Nc1ccc(cc1)N1CCOCC1)C)-c1ccc(nn1)-c1ccccc1,CL9677
IRB-0026879,ChemDiv,K788-9359,Clc1ccccc1C1=CC(=O)N(CC(=O)NCCC2=CCCCC2)C2=C1CCC2,CL3402B
IRB-0026880,ChemDiv,M348-0172,Cc1nn(c(c1S(=O)(=O)N1CCOCC1)C)-c1ccc(nn1)-c1ccccc1,CL9677
IRB-0026881,ChemDiv,E616-0660,CC(=O)N1CCC2(CC1)OC(=O)C(=C2C(=O)NCCCN1CCOCC1)C,CL3586B
IRB-0026882,ChemDiv,C784-3271,CCN(CC)CCNC(=O)CCCN1N=C(CC)n2c(cc3oc(cc23)C)C1=O,CL3738B
IRB-0026883,ChemDiv,E693-0446,Cc1ccc(cc1)Cn1c(c(c2ccccc12)CNCCc1ccc(cc1)S(=O)(=O)N)C(=O)O,CL3756
IRB-0026884,ChemDiv,C785-0043,O=C(CN1N=Cn2c(cc3sccc23)C1=O)NC1CCCC1,CL3742A
IRB-0026885,ChemDiv,E774-0032,CCc1ccc(cc1)N1C(=O)c2c(ncn2CC1(C)C(=O)NC1CCCC1)C(=O)OC,CL5797
IRB-0026886,ChemDiv,C785-0988,CCC(N1N=C(C)n2c(cc3sccc23)C1=O)C(=O)NCc1cccs1,CL3742A
IRB-0026887,ChemDiv,E774-0115,COC(=O)c1ncn2c1C(=O)N(Cc1cccc(c1)Br)C(C)(C2)C(=O)NC1CCCC1,CL5797
IRB-0026888,ChemDiv,C785-1192,CC(N1N=C(C)n2c(cc3sccc23)C1=O)C(=O)NC1CCCCCC1,CL3742A
IRB-0026889,ChemDiv,E774-0250,COC(=O)c1ncn2c1C(=O)N(c1cccc(c1)SC)C(C)(C2)C(=O)NC1CCCCC1,CL5797
IRB-0026890,ChemDiv,C785-1760,CCC(C)NC(=O)CN1N=C(CC)n2c(cc3sccc23)C1=O,CL3742A
IRB-0026891,ChemDiv,E852-3119,CN(C)CCNC(=O)c1cc2n(n1)CC(C)(N(C)C2=O)C(=O)NCc1ccc(cc1)C,CL4805B
IRB-0026892,ChemDiv,C785-1788,CCC1=NN(CC(=O)NCc2ccco2)C(=O)c2cc3sccc3n21,CL3742A
IRB-0026893,ChemDiv,E853-0019,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc(cc1C)Cl)C(=O)NC1CCCC1,CL4805A
IRB-0026894,ChemDiv,C785-1817,CCC1=NN(CC(=O)NCC2CCCO2)C(=O)c2cc3sccc3n21,CL3742A
IRB-0026895,ChemDiv,E853-0020,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cc(ccc1C)Cl)C(=O)NC1CCCC1,CL4805A
IRB-0026896,ChemDiv,C785-1845,CCC1=NN(CC(=O)NCc2cccs2)C(=O)c2cc3sccc3n21,CL3742A
IRB-0026897,ChemDiv,F798-0336,CC(C)CN1C(=O)c2sccc2-n2c(nnc21)SCC(=O)Nc1cccc(c1)Br,CL8377
IRB-0026898,ChemDiv,0173-0018,NC(=O)c1ccc[n+](c1)CC(=O)Nc1ccc(cc1)C(=O)O,
IRB-0026899,ChemDiv,F798-0361,CCCCN1C(=O)c2sccc2-n2c(nnc21)SCC(=O)Nc1ccc(cc1)Br,CL8377
IRB-0026900,ChemDiv,0173-0061,O/N=C/c1ccc[n+](c1)CC(=O)Nc1ccc(cc1)C(=O)O,
IRB-0026901,ChemDiv,F798-0380,CCCCN1C(=O)c2sccc2-n2c(nnc21)SCC(=O)Nc1ccc2c(c1)OCO2,CL8377
IRB-0026902,ChemDiv,0173-0067,O/N=C/c1cc[n+](cc1)CC(=O)Nc1ccc(cc1)C(=O)O,
IRB-0026903,ChemDiv,F798-0385,CCCCN1C(=O)c2sccc2-n2c(nnc21)SCC(=O)NCc1ccc2c(c1)OCO2,CL8377
IRB-0026904,ChemDiv,0831-0493,O=C(Nc1cccc2c1C(=O)c1ccccc1C2=O)C12CC3CC(CC(C3)C2)C1,CL0699
IRB-0026905,ChemDiv,F798-0387,CCCCN1C(=O)c2sccc2-n2c(nnc21)SCC(=O)Nc1ccc2c(c1)OCCO2,CL8377
IRB-0026906,ChemDiv,1185-0558,FC(F)Sc1ccc(cc1)-c1cn2cc(ccc2n1)Cl,CL2474
IRB-0026907,ChemDiv,F798-0557,O=C(CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1)NCc1ccccc1,CL8377
IRB-0026908,ChemDiv,1190-0120,CN(c1ccc(cc1)C=O)c1cccc2c1C(=O)c1ccccc1C2=O,CL0699
IRB-0026909,ChemDiv,F798-0560,Clc1ccccc1CNC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026910,ChemDiv,1191-0608,Clc1ccc(cc1)N1N=C(CC1c1cccs1)/C=C/c1cccs1,CL2188
IRB-0026911,ChemDiv,F798-0563,Clc1ccccc1NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026912,ChemDiv,1348-1381,CSc1nnc-2c(n1)OC(Nc1ccccc12)c1ccncc1,CL0764
IRB-0026913,ChemDiv,E853-0045,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cccc(c1C)Cl)C(=O)NC1CCCC1,CL4805A
IRB-0026914,ChemDiv,C785-1898,CCCCN(CC)CCCNC(=O)CN1N=C(CC)n2c(cc3sccc23)C1=O,CL3742A
IRB-0026915,ChemDiv,E853-0082,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc(cc1C)F)C(=O)NC1CCCC1,CL4805A
IRB-0026916,ChemDiv,C785-1934,CCCSCCCNC(=O)CN1N=C(CC)n2c(cc3sccc23)C1=O,CL3742A
IRB-0026917,ChemDiv,E853-0103,COC(=O)c1cc2n(n1)CC(C)(N(Cc1ccc(cc1OC)OC)C2=O)C(=O)NC1CCCC1,CL4805A
IRB-0026918,ChemDiv,C785-1960,CCC1=NN(CC(=O)NC(C)CCc2ccco2)C(=O)c2cc3sccc3n21,CL3742A
IRB-0026919,ChemDiv,E853-0207,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc(cc1C)Cl)C(=O)NC1CCCCC1,CL4805A
IRB-0026920,ChemDiv,C785-2652,CC1=NN(CCCC(=O)NC2CCCC2)C(=O)c2cc3sccc3n21,CL3742B
IRB-0026921,ChemDiv,E853-0250,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cccc(c1)SC)C(=O)NC1CCCCC1,CL4805A
IRB-0026922,ChemDiv,C785-2723,CC1=NN(CCCC(=O)NCc2cccs2)C(=O)c2cc3sccc3n21,CL3742B
IRB-0026923,ChemDiv,E853-0296,COC(=O)c1cc2n(n1)CC(C)(N(CCc1ccc(cc1)SC)C2=O)C(=O)NC1CCCCC1,CL4805A
IRB-0026924,ChemDiv,C785-3006,CCC1=NN(CC(=O)NCc2cccs2)C(=O)c2cc3sc(cc3n21)C,CL3742A
IRB-0026925,ChemDiv,E853-0369,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cccc(c1)OC)C(=O)NC1CCC(C)CC1,CL4805A
IRB-0026926,ChemDiv,C785-3083,CCC1=NN(CC(=O)NCCN(CC(C)C)CC(C)C)C(=O)c2cc3sc(cc3n21)C,CL3742A
IRB-0026927,ChemDiv,E853-0377,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc(cc1C)Cl)C(=O)NC1CCC(C)CC1,CL4805A
IRB-0026928,ChemDiv,C785-3769,CCC1=NN(CC(=O)N2CCN(CC2)C(=O)c2ccco2)C(=O)c2cc3sc(cc3n21)CC,CL3742A
IRB-0026929,ChemDiv,F798-0570,Cc1ccc(cc1)CNC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026930,ChemDiv,1503-1464,O=C1N/C(=N/N=C/c2ccccc2)SC1(c1ccccc1)c1ccccc1,
IRB-0026931,ChemDiv,F798-0573,Fc1ccc(cc1)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026932,ChemDiv,1548-0789,O=C(N/N=C/1\C(=O)N(Cc2ccccc2)c2ccccc21)C1CC1(c1ccccc1)c1ccccc1,
IRB-0026933,ChemDiv,F798-0576,Clc1cccc(c1)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026934,ChemDiv,1548-0859,O=C(N/N=C/1\C(=O)N(CC#C)c2ccccc21)C1CC1(c1ccccc1)c1ccccc1,
IRB-0026935,ChemDiv,F798-0584,Cc1cc(cc(c1)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1)C,CL8377
IRB-0026936,ChemDiv,1630-0455,CCOC(=O)c1sc(c(c1C)C(=O)OCC)NC(=O)C(F)(F)F,CL1130
IRB-0026937,ChemDiv,F798-0586,Cc1ccc(c(c1)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1)C,CL8377
IRB-0026938,ChemDiv,1630-0644,CCOC(=O)c1sc(c(c1C)C(=O)OCC)NC(=O)C,CL1130
IRB-0026939,ChemDiv,F798-0592,Fc1ccc(cc1Cl)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026940,ChemDiv,1679-1220,O=C(N/N=C/1\C(=O)Nc2ccccc21)C1CC1(c1ccccc1)c1ccccc1,
IRB-0026941,ChemDiv,F798-0597,Fc1cccc(c1)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026942,ChemDiv,1683-0585,CCOC(=O)c1sc(c(c1C)C(=O)OCC)NC(=O)C(C)(C)C,CL1130
IRB-0026943,ChemDiv,F798-0598,Fc1ccc(c(c1)Cl)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026944,ChemDiv,1699-1748,Oc1ccc(cc1C1N(CCN1c1ccccc1)c1ccccc1)[N+](=O)[O-],CL3047
IRB-0026945,ChemDiv,E853-0378,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cc(ccc1C)Cl)C(=O)NC1CCC(C)CC1,CL4805A
IRB-0026946,ChemDiv,C785-3821,CCN(CC)CCCNC(=O)CN1N=C(CC)n2c(cc3sc(cc23)CC)C1=O,CL3742A
IRB-0026947,ChemDiv,E853-0408,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc(cc1Cl)C)C(=O)NC1CCC(C)CC1,CL4805A
IRB-0026948,ChemDiv,C794-0021,COC(=O)CN1N=Cn2c(cc3sccc23)C1=O,
IRB-0026949,ChemDiv,E853-0436,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc(cc1C)F)C(=O)NC1CCC(C)CC1,CL4805A
IRB-0026950,ChemDiv,C794-0023,CCC1=NN(CC(=O)O)C(=O)c2cc3sccc3n21,
IRB-0026951,ChemDiv,E853-0450,COC(=O)c1cc2n(n1)CC(C)(N(Cc1ccc(cc1OC)OC)C2=O)C(=O)NC1CCC(C)CC1,CL4805A
IRB-0026952,ChemDiv,C794-0025,OC(=O)CN1N=Cn2c(cc3sccc23)C1=O,
IRB-0026953,ChemDiv,E853-0460,COC(=O)c1cc2n(n1)CC(C)(N(Cc1ccc(cc1)OC(C)C)C2=O)C(=O)NC1CCC(C)CC1,CL4805A
IRB-0026954,ChemDiv,C794-0040,CCOC(=O)C(C)N1N=C(C)n2c(cc3sccc23)C1=O,
IRB-0026955,ChemDiv,E853-0566,COC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cccc(c1)SC)C(=O)NC1CCCCCC1,CL4805A
IRB-0026956,ChemDiv,C794-0157,CCOC(=O)C(C)N1N=C(CC)n2c(cc3occc23)C1=O,
IRB-0026957,ChemDiv,E853-0805,CCOC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cccc(c1)C(=O)C)C(=O)NC1CCCCCCC1,CL4805A
IRB-0026958,ChemDiv,C794-0191,CCOC(=O)C(C)N1N=C(C)n2c(cc3occc23)C1=O,
IRB-0026959,ChemDiv,E853-1265,CCOC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccccc1F)C(=O)NC1CCCC1,CL4805A
IRB-0026960,ChemDiv,C794-0197,CCOC(=O)CCCN1N=Cn2c(cc3occc23)C1=O,
IRB-0026961,ChemDiv,F798-0600,Cc1cc(c(c(c1)C)NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1)C,CL8377
IRB-0026962,ChemDiv,1759-0003,O=C1NCCN2CCCCCC21,
IRB-0026963,ChemDiv,F798-0601,Fc1ccccc1NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1,CL8377
IRB-0026964,ChemDiv,1805-1408,O=C(N/N=C/1\C(=O)N(CCc2ccccc2)c2ccccc21)C1CC1(c1ccccc1)c1ccccc1,
IRB-0026965,ChemDiv,F798-0602,Fc1cc(ccc1NC(=O)CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1)Cl,CL8377
IRB-0026966,ChemDiv,1927-6601,CSc1nnc-2c(n1)OC(Nc1ccccc12)c1c(cccc1Cl)Cl,CL0764
IRB-0026967,ChemDiv,F798-0606,O=C(CSc1nnc2n1-c1ccsc1C(=O)N2CC1CCCO1)NCCCc1ccccc1,CL8377
IRB-0026968,ChemDiv,1936-0479,OC(C(=O)N/N=C/c1ccc2c(c1)OCO2)c1ccccc1,
IRB-0026969,ChemDiv,F813-4536,O=C(CSc1ncnc2nc(sc12)N1CCc2ccccc2C1)NC1CCCCC1,CL8878
IRB-0026970,ChemDiv,2049-0161,CSc1nnc-2c(n1)OC(Nc1ccccc12)c1ccc(cc1)C(C)(C)C,CL0764
IRB-0026971,ChemDiv,F817-0060,O=C(NCc1ccco1)C1CCN(CC1)S(=O)(=O)c1cc(cs1)C(=O)N1CCCC1,CL8385
IRB-0026972,ChemDiv,2049-0174,CSc1nnc-2c(n1)OC1(Nc3ccccc32)C(=O)Nc2ccc(cc21)Br,
IRB-0026973,ChemDiv,F891-1239,Cc1sc(cc1S(=O)(=O)N1CCC(CC1)C(=O)NCc1ccco1)-c1noc(n1)C1CC1,CL8431A
IRB-0026974,ChemDiv,2049-0186,CSc1nnc-2c(n1)OC1(CCCCC1)Nc1ccccc12,
IRB-0026975,ChemDiv,F984-0828,CSc1cccc(c1)NC(=O)CSc1nccn1-c1ccc(cc1)C(=O)NCc1ccc(o1)C,CL8300
IRB-0026976,ChemDiv,2049-0201,CSc1nnc-2c(n1)OC(Nc1ccccc12)C1CC2C(=CCCC2(C)C)CC1C,CL0764
IRB-0026977,ChemDiv,E853-1266,CCOC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cccc(c1)F)C(=O)NC1CCCC1,CL4805A
IRB-0026978,ChemDiv,C794-0198,CCOC(=O)C(CC)N1N=C(CC)n2c(cc3oc(cc23)C)C1=O,
IRB-0026979,ChemDiv,E853-1283,CCOC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc(cc1Cl)C)C(=O)NC1CCCC1,CL4805A
IRB-0026980,ChemDiv,C794-0261,CCC1=NN(CC(=O)OC)C(=O)c2cc3sc(cc3n21)C,
IRB-0026981,ChemDiv,E853-1306,CCOC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cc(ccc1OC)Cl)C(=O)NC1CCCC1,CL4805A
IRB-0026982,ChemDiv,C794-0374,CCc1cc2n3c(cc2s1)C(=O)N(C1CCCCCC1)C(C)(C3)C(=O)NC1CCCCCC1,CL4809
IRB-0026983,ChemDiv,E853-2369,CCOC(=O)c1cc2n(n1)CC(C)(N(CCc1cccs1)C2=O)C(=O)NCc1ccccc1,CL4805A
IRB-0026984,ChemDiv,C800-0993,CN1C(=O)C(=O)N(CC(=O)O)c2ncccc21,
IRB-0026985,ChemDiv,E853-2434,CCOC(=O)c1cc2n(n1)CC(C)(N(Cc1ccc(o1)C)C2=O)C(=O)NCc1ccccc1,CL4805A
IRB-0026986,ChemDiv,C887-0084,CCC(C)NC(=O)CN1N=C(C)n2c(cc3occc23)C1=O,CL3738A
IRB-0026987,ChemDiv,E853-3036,CCOC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1cc(ccc1OC)Cl)C(=O)NCCOC,CL4805A
IRB-0026988,ChemDiv,C887-0126,CC(C)NC(=O)CN1N=C(C)n2c(cc3occc23)C1=O,CL3738A
IRB-0026989,ChemDiv,E853-3226,CCOC(=O)c1cc2n(n1)CC(C)(N(C2=O)c1ccc2c(c1)OCO2)C(=O)NCc1ccc(cc1)C,CL4805A
IRB-0026990,ChemDiv,C887-0168,CC1=NN(CC(=O)NCc2cccs2)C(=O)c2cc3occc3n21,CL3738A
IRB-0026991,ChemDiv,E853-3263,CCOC(=O)c1cc2n(n1)CC(C)(N(CCc1cccs1)C2=O)C(=O)NCc1ccc(cc1)C,CL4805A
IRB-0026992,ChemDiv,C887-0335,CCC1=NN(CC(=O)N2CCN(CC2)C(=O)c2ccco2)C(=O)c2cc3occc3n21,CL3738A
IRB-0026993,ChemDiv,G016-0659,CC1=C(C(=O)NCCCN2CCCCC2)C2(CCN(CC2)S(=O)(=O)C)OC1=O,CL3586C
IRB-0026994,ChemDiv,2049-1060,CSc1nnc-2c(n1)OC(Nc1ccccc12)c1cc2c(cc1Br)OCO2,CL0764
IRB-0026995,ChemDiv,G016-0662,CC1=C(C(=O)NCCCN2CCCCCC2)C2(CCN(CC2)S(=O)(=O)C)OC1=O,CL3586C
IRB-0026996,ChemDiv,2049-1651,CCCSc1nnc-2c(n1)OC(Nc1ccccc12)c1cc(c(o1)Br)Br,CL0764
IRB-0026997,ChemDiv,G016-1364,CCS(=O)(=O)N1CCC2(CC1)OC(=O)C(=C2C(=O)NCCCN1CCCCC1)C,CL3586C
IRB-0026998,ChemDiv,2049-1796,CCCCSc1nnc-2c(n1)OC(Nc1ccccc12)C1CC2C(=CCCC2(C)C)CC1C,CL0764
IRB-0026999,ChemDiv,G016-1367,CCS(=O)(=O)N1CCC2(CC1)OC(=O)C(=C2C(=O)NCCCN1CCCCCC1)C,CL3586C
IRB-0027000,ChemDiv,2049-1850,CCCCSc1nnc-2c(n1)OC(Nc1ccccc12)C1CC=C(C)CC1C,CL0764
IRB-0027001,ChemDiv,G016-1371,CCS(=O)(=O)N1CCC2(CC1)OC(=O)C(=C2C(=O)NCCN1CCCCCC1)C,CL3586C
IRB-0027002,ChemDiv,2049-1851,CCCCSc1nnc-2c(n1)OC(Nc1ccccc12)C1CCC(=CC1)C,CL0764
IRB-0027003,ChemDiv,G017-4056,CN(C)CCN(Cc1ccccc1)S(=O)(=O)c1csc(c1)C(=O)N,CL4521
IRB-0027004,ChemDiv,2049-1956,CCCCSc1nnc-2c(n1)OC(Nc1ccccc12)c1cccc(n1)C,CL0764
IRB-0027005,ChemDiv,G017-4193,NC(=O)c1cc(cs1)S(=O)(=O)NCc1cccc(c1)Br,CL4521
IRB-0027006,ChemDiv,2166-1088,[O-][N+](=O)c1ccc(c(c1)C1N(CCN1c1ccccc1)c1ccccc1)Cl,CL3047
IRB-0027007,ChemDiv,G209-0001,COc1ccccc1NC(=O)N1CCN(CC1)c1nnc(c2c(n(nc12)-c1ccccc1)C)C,CL6501
IRB-0027008,ChemDiv,2187-2089,Clc1ccc(cc1)Sc1c(nc2ccccn12)-c1ccc(cc1)Br,
IRB-0027009,ChemDiv,E853-3560,CCOC(=O)CNC(=O)C1(C)Cn2nc(cc2C(=O)N1Cc1cccc(c1)C)C(=O)OCC,CL4805A
IRB-0027010,ChemDiv,C887-0374,CCC(C)NC(=O)CN1N=C(CC)n2c(cc3occc23)C1=O,CL3738A
IRB-0027011,ChemDiv,E853-3785,CCOC(=O)c1cc2n(n1)CC(C)(N(Cc1ccc(o1)C)C2=O)C(=O)NCc1ccc(cc1)Cl,CL4805A
IRB-0027012,ChemDiv,C887-0385,CCC1=NN(CC(=O)NC2CCCC2)C(=O)c2cc3occc3n21,CL3738A
IRB-0027013,ChemDiv,E897-0556,Cc1ccc(cc1C)N1C(=O)CSC11C(=O)N(CC(=O)NC2CCCCC2)c2ccccc21,CL5389
IRB-0027014,ChemDiv,C887-0418,CCN(CC)CCNC(=O)CN1N=C(CC)n2c(cc3occc23)C1=O,CL3738A
IRB-0027015,ChemDiv,E920-0920,CCCCN(C1CCN(CC1)C(=O)C)C(=O)c1noc2c1CCCC2,CL2031
IRB-0027016,ChemDiv,C887-0426,CCC1=NN(CC(=O)NC2CC2)C(=O)c2cc3occc3n21,CL3738A
IRB-0027017,ChemDiv,E963-0110,COc1ccc(cc1Cl)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2ccc(cc2)C)c2ccccc21,CL6065
IRB-0027018,ChemDiv,C887-0458,CCC1=NN(CC(=O)NCc2cccs2)C(=O)c2cc3occc3n21,CL3738A
IRB-0027019,ChemDiv,E963-0130,COc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2ccc(cc2)Cl)c2ccccc21,CL6065
IRB-0027020,ChemDiv,C887-0494,CCC1=NN(CC(=O)NC(C)C23CC4CC(CC(C4)C3)C2)C(=O)c2cc3occc3n21,CL3738A
IRB-0027021,ChemDiv,E963-0148,COc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2ccc(cc2)F)c2ccccc21,CL6065
IRB-0027022,ChemDiv,C887-0549,CCCSCCCNC(=O)CN1N=C(CC)n2c(cc3occc23)C1=O,CL3738A
IRB-0027023,ChemDiv,E963-0167,COc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2cccc(c2)F)c2ccccc21,CL6065
IRB-0027024,ChemDiv,C887-0673,CC(N1N=C(C)n2c(cc3occc23)C1=O)C(=O)NC1CCCCCC1,CL3738A
IRB-0027025,ChemDiv,G212-0422,O=C(CCC(=O)N1CC2CCCN2c2ccccc21)NCCN1CCOCC1,CL5874B
IRB-0027026,ChemDiv,2199-0131,CCOC(=O)c1sc(c(c1C)C(=O)OCC)NC(=O)CC,CL1130
IRB-0027027,ChemDiv,G225-0630,COC(=O)c1sccc1S(=O)(=O)Nc1ccccc1C(=O)c1ccccc1,CL5666
IRB-0027028,ChemDiv,2389-3101,CCOC(=O)Nc1sc(c(c1C(=O)OCC)C)C(=O)OCC,
IRB-0027029,ChemDiv,G280-0001,CCOC(=O)c1noc2ncnc(c12)Nc1cccc(n1)C,CL6693
IRB-0027030,ChemDiv,2494-0981,Cc1ccc(cc1)C1(SC(=S)c2ccccc21)c1ccc(cc1)C,
IRB-0027031,ChemDiv,G280-0013,CCOC(=O)c1noc2ncnc(c12)Nc1ccc(c(c1)Cl)F,CL6693
IRB-0027032,ChemDiv,3253-1449,O=C(Cn1cnc2ccccc12)N/N=C/c1c2ccccc2cc2ccccc12,
IRB-0027033,ChemDiv,G280-0021,CCOC(=O)c1noc2ncnc(c12)Nc1ccc(cc1Cl)F,CL6693
IRB-0027034,ChemDiv,3253-7952,O=C(C[n+]1ccccc1)N/N=C/c1cccc(c1)Oc1ccccc1,
IRB-0027035,ChemDiv,G280-0024,CCOC(=O)c1noc2ncnc(c12)Nc1cc(c(cc1OC)OC)Cl,CL6693
IRB-0027036,ChemDiv,3346-2031,CCOC(=O)N1CCN(CC1)CC(O)COc1ccc(c(c1)C)C(C)C,CM1215A
IRB-0027037,ChemDiv,G280-0066,CCOC(=O)c1noc2ncnc(c12)Nc1ccc(cc1)OCC,CL6693
IRB-0027038,ChemDiv,3346-2041,CCOC(=O)N1CCN(CC1)CC(O)COCc1ccc(cc1)Cl,CM1215A
IRB-0027039,ChemDiv,G280-0071,CCOC(=O)c1noc2ncnc(c12)N1CCN(CC1)c1ccccn1,CL6693
IRB-0027040,ChemDiv,3346-2048,CCOC(=O)N1CCN(CC1)CC(O)COc1ccc(cc1CC=C)OC,CM1215A
IRB-0027041,ChemDiv,E963-0168,COc1cccc(c1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2cccc(c2)F)c2ccccc21,CL6065
IRB-0027042,ChemDiv,C887-0967,CCN(CC)CCCNC(=O)C(C)N1N=C(CC)n2c(cc3occc23)C1=O,CL3738A
IRB-0027043,ChemDiv,E963-0201,COc1ccc(cc1Cl)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2ccccc2C)c2ccccc21,CL6065
IRB-0027044,ChemDiv,C887-1193,CC1=NN(CCCC(=O)N2CCC3(CC2)OCCO3)C(=O)c2cc3occc3n21,CL3738B
IRB-0027045,ChemDiv,E963-0210,COc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2ccccc2C)c2ccccc21,CL6065
IRB-0027046,ChemDiv,C887-1198,CC1=NN(CCCC(=O)N2CCN(CC2)C(=O)c2ccco2)C(=O)c2cc3occc3n21,CL3738B
IRB-0027047,ChemDiv,E963-0220,COc1ccc(cc1Cl)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2cccc(c2)C)c2ccccc21,CL6065
IRB-0027048,ChemDiv,C887-1237,CCC(C)NC(=O)CCCN1N=C(C)n2c(cc3occc23)C1=O,CL3738B
IRB-0027049,ChemDiv,E963-0229,COc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2cccc(c2)C)c2ccccc21,CL6065
IRB-0027050,ChemDiv,C887-1247,CC1=NN(CCCC(=O)NC2CCCCCC2)C(=O)c2cc3occc3n21,CL3738B
IRB-0027051,ChemDiv,E963-0246,COc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2cc(ccc2C)C)c2ccccc21,CL6065
IRB-0027052,ChemDiv,C887-1265,CC1=NN(CCCC(=O)NCc2ccco2)C(=O)c2cc3occc3n21,CL3738B
IRB-0027053,ChemDiv,E963-0271,CCOc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2cccc(c2)Cl)c2ccccc21,CL6065
IRB-0027054,ChemDiv,C887-1281,CCN(CC)CCNC(=O)CCCN1N=C(C)n2c(cc3occc23)C1=O,CL3738B
IRB-0027055,ChemDiv,E963-0312,COc1ccc(cc1)N1C(=O)CS(=O)(=O)C11C(=O)N(Cc2ccccc2)c2ccc(cc21)C,CL6065
IRB-0027056,ChemDiv,C887-1293,CC1=NN(CCCC(=O)NCC2CCCO2)C(=O)c2cc3occc3n21,CL3738B
