,P31946,P62258,P63104,Q12888,P10398,Q13085,P68363,P37023,P55265,Q13131,P04083,P20073,P10275,P08243,Q13315,P15056,Q92934,Q16611,Q92560,Q07812,P10415,Q07817,Q14457,P60709,P55957,P51587,P05412,P10721,P08581,P01106,P55210,Q14790,Q03135,P11836,P16284,P17301,P06493,O96017,Q13490,O95471,P12109,P14635,P24385,P24864,O96020,O95661,Q99497,Q92997,P12830,P13639,O00418,P06730,Q04637,P07992,P28482,P14921,P49327,P02751,Q08050,P15407,P11413,Q9UQC2,P04406,P23771,P49841,P04626,P21860,Q02297,P0DMV8,P18065,O15327,P35568,O60674,P45983,P45984,P13010,P06239,Q00987,O15151,Q9UJM3,P49959,P43246,P52701,P42345,P35749,P35579,P19022,P01111,Q92597,P19838,P35240,P46531,P22223,P38936,P04637,Q13501,P05121,P09874,P49023,P12004,Q53EL6,P42336,P27986,P17252,Q05655,P05771,P21796,P06401,Q96B36,Q06830,Q8TCU6,P60484,P57735,Q92878,Q06609,Q8N122,P06400,Q96T37,Q6R327,O00767,Q9BYW2,Q07955,P29353,Q06124,Q9NR28,Q15797,P84022,Q13485,O95863,P40763,P42229,P16949,P43405,Q9GZV5,P02786,Q9NQ88,P21980,Q92574,Q15361,P15498,P35968,P40337,P17861,P18887
ACH-000995,-0.085008,0.015516,-0.225292,-0.087246,0.175619,0.913125,0.758907,-0.076663,0.075507,0.904658,-1.186508,-0.120463,0.068359,0.664459,-0.65977,0.637354,0.477055,-0.148126,0.279898,-0.517093,0.752346,-0.398768,0.253482,-1.262406,-0.109949,-0.126981,-0.63662,1.834414,0.030433,-0.344593,-0.410155,-0.405312,-2.858357,-0.124919,0.138982,-0.949255,-0.112374,0.312508,-0.253703,-0.580098,-0.171824,0.340405,-0.244882,-0.200142,-0.002911,-0.139373,0.139362,0.045046,-0.402364,-0.059785,0.294151,-0.038427,-0.240432,-0.126969,-0.09574,0.16873,-0.679566,-1.543481,0.291849,-0.504386,-0.383976,0.901886,0.407369,1.125455,0.89092,-1.25103,-0.839892,-0.261454,-0.159213,1.224067,0.336923,-0.3884,-0.157054,0.763608,0.404757,0.652902,3.010791,0.141595,0.930212,-0.26411,-0.173794,-1.137178,-2.074085,0.689983,0.223998,0.10809,-0.60691,-0.034513,-0.139053,0.316502,-1.248275,0.269785,-0.556791,-0.506014,-0.466235,-2.311616,-1.215022,-0.145349,-0.051948,0.766189,1.288354,0.704209,0.953754,1.550786,0.72761,1.418619,0.339725,0.016113,0.355373,0.217454,-0.2902,-2.846861,0.697006,-0.630275,0.670426,0.832864,1.808252,0.590454,0.398441,-0.107411,-0.282923,0.139363,-0.169403,0.310734,-0.566285,0.137502,-0.154282,0.075826,-0.603338,-0.06537,-0.812437,0.555139,2.395862,-0.653591,-0.339853,0.122269,-0.369479,-0.022835,-0.18718,6.331614,0.145649,-0.993877,-0.146034,0.292643
ACH-000070,-0.151528,-0.054205,-0.012502,0.081912,-0.18293,0.280461,0.671203,-0.094168,-0.260211,-0.150312,-1.552633,-0.276847,1.52447,0.163773,0.724278,0.251508,-0.207355,0.146003,0.39805,0.033771,1.96383,-0.31419,-0.147099,-0.477098,0.046272,-0.116516,-0.198156,0.043409,0.125419,0.330405,-0.577436,0.220162,-3.340133,0.083267,-0.085318,-0.759758,-0.187949,0.540479,-0.053347,-0.625708,0.205038,-0.160613,-0.190939,-0.87117,0.065934,-0.027745,0.211203,0.926886,-0.888023,0.162141,0.952442,0.398526,0.190305,-0.195395,-0.171726,0.019304,0.401591,-1.005602,0.628501,-0.889351,-0.486928,1.611104,-0.029848,-0.064897,-0.376085,-1.369831,-0.939466,-0.094582,-0.27584,1.14264,0.014392,0.228317,-0.050142,0.455786,-0.019981,0.594315,0.843992,0.086984,1.339526,0.032762,0.016078,1.136319,1.560541,0.126914,0.197613,0.065701,-0.091797,-0.018272,-0.063797,-0.430278,0.077094,0.020931,-0.471587,-0.438334,-0.266695,-1.404295,-0.533161,0.686171,-0.242746,0.612419,-0.024798,0.526974,1.229564,0.148279,-0.24533,-0.236094,-0.052135,-0.062422,0.251107,0.527029,0.037526,1.165702,-0.061093,-1.095319,0.416659,-0.214294,2.631886,-0.052626,-0.332959,-0.100224,0.072765,0.38015,-0.284432,-0.464245,-0.492994,0.810086,0.2713,0.275897,-0.038524,-0.51156,2.094885,0.982444,2.1974,-0.187262,-1.018094,-0.181785,-0.399346,0.210611,0.213935,4.225263,-1.802535,-1.854533,0.240639,0.198955
ACH-000020,0.03759,-0.014014,0.24731,0.696566,-0.005857,-0.880227,-0.151718,0.258562,0.020762,-0.89819,-0.923125,-0.028026,0.001724,-2.152058,1.657851,0.234027,0.077416,-0.004675,0.319768,0.311452,3.288529,-1.172369,0.198211,0.668932,-0.306493,-0.536105,-0.157838,-0.392732,0.143186,0.158931,-0.61834,0.232986,-2.568178,0.384286,-0.112305,-0.613708,0.449321,0.633917,0.085798,-0.399286,0.283122,0.49629,-0.057168,0.127353,0.553768,0.079624,0.385481,-0.023769,-0.24523,-0.104896,-0.253703,0.509541,0.119123,-0.060211,0.258219,-0.092506,-0.381356,0.026208,0.480634,-0.668424,-0.880623,2.594289,-1.278467,0.10856,-0.032456,-1.024771,-0.26784,-0.346162,-0.041292,-0.45031,0.316474,-0.130145,-0.045753,-0.224488,0.184418,-0.160472,2.295274,-0.667877,0.718503,-0.018633,-0.026887,0.907324,1.169506,0.041494,0.704771,0.146011,-0.829436,0.117213,-0.48084,-0.578813,0.101373,0.021526,0.084216,-0.185775,0.08175,-0.240816,-0.848278,0.088861,-0.484207,0.777878,-0.574029,0.737514,2.17265,-0.730474,0.212894,0.113999,-0.33651,-0.676829,0.031702,1.519675,1.362089,1.464914,0.141142,0.178814,1.363543,0.010434,2.819143,0.945778,0.105354,-0.167984,-0.271649,0.254613,-0.12153,-0.344548,-0.362445,0.921123,-0.50398,0.623011,0.000701,-0.347441,2.659303,0.985439,3.349024,-0.431928,-1.160296,0.200724,0.130992,0.912862,-0.379802,5.19151,-0.734588,-1.300655,-0.291647,0.243479
ACH-000602,0.170734,-0.06179,-0.305563,-0.214875,-0.019566,0.968445,-0.893451,0.118978,-0.220723,0.222815,-0.433755,-0.005771,0.031638,0.70214,-0.01096,0.269402,-0.226283,-0.261876,0.252861,1.049996,1.695391,-0.244597,0.011283,-0.497309,-0.229852,-0.321106,-0.432022,4.547264,-0.103854,0.394936,-0.058467,-0.259101,-2.912392,-0.202564,0.251354,-0.59985,0.410464,0.842469,0.339181,-0.717089,-0.034181,0.325753,-0.172463,-0.203519,-0.056699,0.22941,0.391713,-0.258319,-0.349972,0.166688,1.382977,0.468566,-0.579591,-0.219484,0.167874,-0.209113,0.867746,-1.21628,-0.554807,-0.662727,0.032473,0.320619,0.067767,0.143267,0.193775,-1.216056,-0.426936,-0.272678,0.108389,1.039774,-0.170881,-0.037316,-0.037187,-0.201902,-0.301921,-0.042685,0.976105,-0.507683,0.452984,-0.410303,0.166345,0.373898,0.21556,0.282876,0.371493,0.739982,-0.691591,0.343044,-0.377481,-0.65927,0.168172,-0.493866,-0.170799,0.472812,-0.002983,-0.789709,-0.168028,0.180481,-0.933219,0.473815,1.265539,0.700859,0.831923,-0.451271,0.126065,0.475706,0.286579,0.107467,-0.278888,-0.050805,1.418836,1.145927,0.039233,0.12495,0.518848,0.199897,1.003048,0.267492,-0.101236,0.120018,-0.071095,0.386497,-0.169178,0.305448,-0.330582,-0.406624,0.052547,0.441728,-0.319782,0.468724,3.473065,0.502811,3.044687,-0.48398,1.948825,-0.207707,0.418278,0.423508,-0.448978,4.920493,-0.93994,-1.17567,-0.220972,0.102989
ACH-000754,-0.457085,-0.23664,0.019746,-0.108685,-0.18057,-0.905788,-0.265057,-0.463103,0.553207,-1.389755,-1.707913,0.886359,-0.212256,0.3054,-1.337553,0.101881,0.14212,-0.197274,0.240239,-0.026326,0.308979,0.308308,0.07152,1.711489,0.062286,0.298342,0.850221,-0.69987,0.339484,1.301586,0.239951,0.506919,1.458359,0.196597,-0.207021,-0.909103,0.00224,-0.647176,-0.406466,-0.448003,0.972024,0.396131,1.24974,0.283444,-0.130961,-0.202504,0.321828,-0.849154,-1.418892,0.013432,0.774951,-0.066425,0.264563,-0.031664,0.328002,-0.358726,-0.281364,-0.352183,0.373488,-0.947097,-0.61268,1.160745,-1.026962,2.266013,-0.438302,-1.891045,-0.591332,-0.772686,-0.050271,-0.208189,0.059333,-0.564459,1.243489,-0.056803,0.34927,0.269643,0.184311,-0.025762,-0.044613,0.184574,0.117501,1.154794,1.227205,-0.400698,0.244389,-0.275238,-0.661851,0.224711,-0.793356,1.10581,-0.321015,0.613343,-0.632434,-0.241026,0.688197,0.805895,-0.446072,-0.366857,-2.622611,0.202979,0.80025,-0.325658,0.7803,1.24576,0.361542,0.008939,1.099523,0.191644,0.19296,-0.242571,-0.346602,0.31746,-0.392691,0.083085,0.941718,0.097257,0.464864,0.88119,0.782774,-0.382855,0.242858,0.261292,-0.29857,0.268887,0.182767,-0.138281,-0.114987,-0.106861,0.176467,1.081634,5.13107,-0.211064,-1.906159,-0.361783,0.377936,-0.030523,-0.789503,-0.653539,-0.182024,3.510043,-1.816932,-2.161633,-0.308454,-0.332548
ACH-000918,0.031576,-0.059026,-0.016067,0.075443,-0.047243,-0.257815,-0.288157,0.122322,0.350079,0.42119,-0.508188,0.280542,-0.119752,-0.321856,1.365974,0.590917,-0.11645,-0.102799,0.128796,0.212021,1.87113,-0.707263,0.000781,-0.312057,-0.132181,-0.221433,-0.360565,-0.186009,-0.022591,0.451992,2.100864,0.161072,-2.889916,-0.135218,0.169585,-0.431029,0.101161,0.183147,0.305504,-0.572803,-0.036826,0.003185,-0.141972,0.075004,-0.05677,0.186473,0.450915,-0.175428,-0.473523,0.098426,0.983415,0.381633,0.662703,-0.102863,0.42438,0.558247,-0.318526,-0.624162,0.038675,-0.518057,0.39436,1.315529,0.346054,0.400259,0.473944,-1.161144,-0.312863,-0.228469,-0.073037,1.975921,0.990079,-0.209594,-0.124091,0.03598,0.213571,-0.11853,3.328829,-0.687698,0.841836,-0.13258,0.057192,-0.064063,0.128333,-0.039623,-0.10741,0.572762,-0.580226,0.108024,-0.37155,-0.162855,0.083145,-0.115477,-0.141334,0.0504,-0.080031,-2.323804,-0.612677,0.085697,-0.329416,0.60842,0.472053,0.443211,1.306696,0.327081,0.222463,0.737557,0.281844,0.004781,-0.1811,-0.689707,0.784352,-2.741337,0.507417,0.064039,0.241504,-0.191159,0.593047,0.432638,-0.058626,0.094377,-0.246003,0.005235,-0.035974,-0.08706,-0.600762,-0.290317,-0.318103,0.389374,-0.283742,-0.130747,3.621277,0.535498,0.200698,-0.388552,0.280456,0.115842,-0.072469,0.200398,-0.405034,6.838521,-0.849176,-1.706637,-0.224182,-0.124992
ACH-000294,0.094265,0.057359,-0.177522,-0.315911,0.173314,1.385291,-0.548117,0.389601,-0.348499,1.127794,-1.455211,0.117293,0.135727,-0.443072,0.410239,0.358162,-0.048728,0.067545,0.316252,-0.187721,2.104686,-0.460907,0.239965,-0.895714,0.137303,-0.081942,-0.241061,0.05822,0.245171,0.418754,-0.048301,0.337569,-2.577674,0.10124,0.246238,-0.94425,0.443433,0.868295,-0.126279,-0.338014,-0.379963,0.920793,-0.056117,-0.135936,0.057283,-0.071015,0.266868,-0.390884,-0.40566,-0.167888,0.13408,0.819487,-0.828294,0.101117,-0.173101,-0.089527,1.243454,-1.510994,-0.135018,-0.332752,-0.513741,0.554442,0.313857,0.200147,-0.042814,-1.041536,-0.774079,-0.156169,0.112633,2.825742,-0.168642,-0.176786,0.606085,0.093299,-0.159538,-0.278677,0.057837,-0.42078,-0.349319,-0.110214,0.077038,0.608993,0.949195,0.145942,0.457453,0.570156,-0.527015,0.084989,-0.5361,-0.678081,0.052527,-0.116012,0.01539,-0.093916,1.8531,-1.480204,-0.603126,0.128746,-1.741142,0.79435,1.374007,0.212472,1.245518,-0.187852,0.336305,1.21186,0.203161,0.185108,-0.11178,-0.284515,0.850577,0.831971,-0.475983,0.126382,0.805796,0.383125,1.427404,0.872605,-0.094367,0.193403,-0.169651,0.56027,-0.404637,-0.859985,0.06177,0.09407,-0.097532,0.183356,-0.268212,-0.39505,2.048159,0.15522,4.016408,-0.392135,0.249853,-0.07924,-0.195567,0.414178,-0.077928,4.574072,-1.538944,-0.993674,0.73398,0.182575
ACH-000596,-0.064089,-0.151784,0.902558,0.079268,0.102215,0.777595,-0.945518,0.027136,0.617783,-0.860554,1.383233,0.272155,-0.013505,1.580812,-0.291554,0.423946,0.146654,-0.202094,-0.289222,-0.432674,-0.536195,-0.518748,-0.040177,-0.930873,0.041854,-0.227133,-0.146525,-0.256755,-0.084849,0.468395,-0.404933,0.360199,0.950113,-0.185896,-0.129533,1.722929,0.066039,-0.021939,0.37156,2.573474,-0.310096,1.180572,-0.16749,-0.130068,-0.194035,-0.172115,-0.184437,-0.384979,3.205905,-0.39963,0.344581,0.101971,0.334446,-0.248604,-0.369115,-0.334416,1.07173,1.19948,0.258239,0.518371,-0.686868,-0.205026,0.53863,0.096438,0.394872,0.886644,1.02001,-0.337662,-0.246368,-0.533909,0.633557,0.230129,-0.032229,-0.026018,0.000727,0.318569,1.27545,-0.213475,0.126999,1.242879,-0.062975,0.248849,0.243256,-0.187074,0.431245,0.917984,-0.664656,-0.093842,0.869066,0.240077,-0.16159,-0.109963,-0.341146,-0.215482,-0.367648,0.401086,-0.947817,-0.249064,0.8182,-0.434074,-0.132337,0.166889,-0.058874,-0.209034,0.082676,0.597101,0.602916,0.02809,-0.446472,-0.882566,-0.104781,0.130156,1.637943,0.137154,-0.486617,0.574713,-0.182623,0.657795,0.117951,-0.037414,-0.29413,0.103662,0.008241,0.7608,-0.010826,0.089389,0.484097,-0.057668,0.231545,0.301897,-0.048376,-0.251549,2.605528,0.327359,-0.39365,-0.04876,0.060092,0.388154,-0.209707,4.179631,0.014374,0.21179,0.293864,-0.106417
ACH-000948,0.133986,0.024192,0.676852,-3.971552,0.037784,-0.427661,3.127179,0.027068,0.035996,-1.726979,0.929846,-0.202576,0.095243,0.587825,-0.45935,0.432821,-0.045978,-0.06167,-0.478322,0.596313,-0.615636,-0.022325,-0.106935,-1.210005,0.45448,0.088629,-0.490958,0.056166,0.190344,-0.527479,-0.258715,-0.252005,-2.9269,0.128449,0.10749,1.200093,-0.185128,0.282223,0.183542,3.629735,-0.14817,-0.845032,-0.000729,-0.207665,0.103448,0.03348,-0.21372,-0.548994,3.045293,0.081842,0.149018,0.307239,-0.012606,0.099745,0.135811,0.076785,1.288552,-1.578717,-0.241377,-0.539811,0.430547,-1.204065,0.430215,0.450407,0.192,0.326606,1.572241,-0.134889,0.233175,-0.249613,-0.389905,-0.54868,0.171699,0.407952,0.06119,0.304278,0.447658,-0.14434,0.069259,0.000889,0.091059,-0.417965,-0.511941,0.243532,-0.507536,-0.055341,-0.415051,0.046932,0.403663,-0.834788,-0.287659,0.376578,0.079639,0.037707,-0.452445,0.436496,-0.983316,0.016935,-0.983222,0.061918,0.123287,-0.210084,-0.424325,0.930682,0.109007,0.186332,0.54009,0.226129,-0.506294,0.212024,-0.100094,0.530746,2.189272,-0.539178,0.165756,0.125646,-0.371851,-0.313831,-0.169674,1.563824,-0.10624,0.225739,0.428067,-0.26822,-0.432466,0.315793,-0.555416,-0.031072,-0.39799,0.518956,0.167588,-0.15589,2.147886,-0.442346,-0.33748,0.925552,0.161625,-0.275776,0.046661,-0.121144,0.330006,1.138665,0.569062,-0.138691
ACH-000191,0.110814,0.032689,0.151956,-0.013583,-0.08387,0.940295,-0.262092,0.144885,0.662416,-1.66364,1.499559,0.234507,0.047528,0.950442,-0.637626,-0.108572,-0.262996,0.270294,-0.405595,0.0,-0.733551,-0.343209,-0.012217,-0.296953,0.094469,0.15625,-0.067193,-0.222743,0.014669,0.666274,0.189622,0.160908,1.871356,-0.008854,0.011622,2.620795,-0.338636,-0.107774,0.021546,0.608074,0.642289,-1.283524,0.048474,0.037355,-0.171515,0.10857,0.360427,-0.047322,0.691615,-0.033817,0.404709,-0.443299,-0.606773,-0.071749,-0.273565,-0.025679,-0.759253,1.80225,-0.64029,0.391783,2.283517,-0.177716,-0.209365,-0.167031,-0.160583,-1.164671,0.04364,-0.046562,0.062552,1.938503,-0.568888,0.54935,-0.365402,-0.182794,-0.290065,0.090459,0.339725,-0.446803,-0.06339,1.361998,0.041324,0.073688,-0.146341,-0.056697,-0.063091,0.3738,0.432825,0.224345,-0.324722,-0.403097,-0.637281,0.051176,0.171176,0.233332,1.10505,0.253699,4.249025,-0.120646,0.074355,-0.130278,0.4236,0.265788,-0.342165,0.831047,0.245096,0.184583,1.689181,0.266472,-0.631532,0.271274,-0.042181,0.154921,-0.169986,0.117689,-0.897433,-0.273105,-1.085495,0.464977,0.023342,0.131732,0.595927,0.063051,0.299934,-0.396129,0.351973,-0.091787,0.922589,0.210741,0.822088,0.078129,0.44125,0.056543,-1.57355,0.386704,-0.507783,0.115268,0.608903,0.23831,-0.22838,-0.733422,1.400039,-0.81279,-0.652415,0.149649
ACH-000106,0.032606,-0.023618,0.079287,0.136521,0.326633,-0.468962,0.050794,0.1432,0.921121,-1.301421,-0.672173,0.979785,0.062917,1.105238,0.408243,1.132776,0.08091,-0.123305,-0.089609,1.115938,1.995573,-0.048635,0.736027,0.741319,-0.040642,-0.225346,-0.004245,-0.215342,-0.073772,-0.636753,-0.106213,0.201623,-2.924374,1.020766,-0.02113,-0.560305,-0.220163,0.13468,0.246586,-0.153891,0.358777,-0.971954,-0.045036,0.71992,-0.268833,0.290584,0.51401,0.071691,-0.417714,0.082615,-0.030069,0.664932,1.373325,-0.114933,0.006897,0.074963,0.228475,-1.002206,-0.534214,-0.448743,0.137647,0.784798,-0.859613,0.410442,0.907798,-0.996167,-0.021992,-0.226544,-0.007349,-0.293851,0.999919,-0.047877,0.124482,-0.013127,0.364431,0.356097,0.856106,-0.369068,0.572483,-0.110997,0.190616,-0.23488,-0.326593,-0.041939,-1.469087,-1.813873,-0.487644,0.307622,-0.607246,-0.073231,0.098931,0.696881,-0.093014,0.746682,-0.131226,1.154658,0.284807,0.125309,-0.00816,-0.069554,1.293851,0.266797,1.765133,-0.167471,0.76062,2.03203,0.484589,0.135255,-0.464741,0.274446,1.966323,0.496778,0.077568,0.007407,-0.279131,-0.017556,-0.110371,0.573575,-0.116832,0.220312,-0.18882,0.11716,-0.137219,-0.052845,-0.361605,-0.300697,-0.601923,0.383857,-0.157692,0.257795,4.740234,0.055432,3.24747,-0.252609,-0.048994,0.64355,-0.118672,0.044095,-0.421398,6.190476,-1.96751,-1.312672,-0.236248,-0.066601
ACH-000856,-0.01147,-0.159283,-0.628657,1.015534,-0.254177,0.657126,0.019152,0.072816,-0.105527,-1.231253,-0.597214,-0.527122,-0.089847,0.596357,0.753027,0.038258,-0.051434,-0.253603,0.316386,-0.091907,0.680641,-0.532647,-0.234922,0.268297,-0.156924,0.18531,-0.171451,-0.441697,-0.051397,-0.777046,-0.396642,-0.00107,-0.23352,-0.343086,-0.123924,-0.838361,0.005468,-0.050832,0.02703,-0.606559,0.071884,0.817999,-0.152312,0.18446,0.199628,0.087986,0.105792,0.563001,1.309437,-0.329016,0.560059,0.080644,0.480902,-0.288713,-0.228472,-0.307737,0.320041,2.037615,0.427774,-0.858078,-0.62592,1.496376,-1.060982,0.131209,0.581097,0.233629,0.168328,-0.143563,-0.270668,0.062299,0.085265,-0.227443,-0.265798,-0.25603,-0.231843,0.519519,-0.052848,-0.471555,0.606666,0.324995,-0.052373,0.519561,0.543833,0.255311,0.554123,-0.042292,-0.38889,0.132212,0.351544,-0.092419,-0.13367,-0.061067,0.221028,-0.01277,-0.019141,-0.319912,-1.197227,-0.194481,0.454881,0.192774,-0.401603,0.021088,0.828143,0.424384,0.13596,0.678382,0.463984,-0.107349,0.098575,0.326373,-0.04001,-2.804053,-0.437398,-0.011648,0.496544,0.21281,1.041054,1.188564,0.024906,0.38764,-0.03218,0.156305,0.03375,-0.501104,-0.152332,0.069271,-0.015703,0.332823,0.073022,-0.446883,-0.26783,-0.021839,-2.339199,0.148913,0.0,-0.008079,-0.18145,0.396903,-0.100037,-0.674662,0.607445,-0.078239,-0.354872,0.21211
ACH-000183,0.30517,0.182278,-0.108589,-0.040612,0.056127,-0.879387,-1.181137,0.195397,0.764273,-1.66122,-1.19644,0.383338,0.077098,1.238768,-0.039263,0.981196,0.002929,0.10936,-0.065526,0.212193,1.795984,-0.505638,-0.0778,-0.818185,0.032828,0.083072,-0.291059,-0.074357,0.20469,-0.299665,1.349729,0.203219,-2.185789,0.360534,0.373528,-0.510937,-0.088224,0.377094,-0.02582,-0.404628,0.103222,-0.217159,-0.08096,0.053273,0.286743,0.234282,0.632338,0.202725,-0.111519,-0.350607,0.362306,0.588347,0.644872,0.080664,-0.235057,0.158965,0.492135,-0.813914,0.002566,-0.796773,0.104232,-1.457728,1.49084,-0.114275,-0.276007,-0.97415,-0.339746,-0.051997,0.066606,-0.493994,0.198442,0.07564,0.131592,-0.039117,-0.037572,-0.081767,0.339047,-0.446037,0.121215,0.165322,0.300646,-0.108925,-0.32834,-0.296284,-1.053843,-0.826435,-0.255018,0.332013,-0.464712,-0.1016,-0.245718,-0.311535,0.596713,0.476941,-0.183053,0.441676,-0.941584,0.686642,-0.997622,-0.035056,1.069667,0.370285,0.175427,-0.51789,-0.143981,-0.435424,1.382201,0.378921,-0.384804,0.187846,-0.010827,1.180478,0.121073,0.119751,-0.439798,-0.143624,0.338783,0.427627,-0.079403,0.498326,0.064124,0.411086,-0.129783,-0.484034,-0.406126,0.051269,-0.424537,0.125565,-0.224755,-0.454383,-1.175195,0.299027,-2.270692,-0.273336,-0.27002,-0.159807,-0.26516,-0.892921,0.065541,5.785227,-1.111184,-1.255189,0.673862,0.124895
ACH-000815,-0.106546,-0.243728,-0.692308,0.530487,-0.128156,-0.19742,-0.104058,-0.014457,0.300291,1.32735,-1.344317,0.930983,0.855726,1.956118,0.186036,0.97461,-0.011968,-0.144212,0.348058,0.531654,0.922005,-0.510231,0.297482,0.389086,0.041253,-0.449466,0.298869,-0.285895,-0.026629,0.538878,-0.427579,0.162103,0.18132,-0.318456,-0.205621,-0.800435,0.064307,-0.706403,0.348112,-0.780378,-0.008793,0.244205,-0.273084,-0.137269,-0.453428,0.025621,0.90847,0.98841,-0.335575,0.156359,1.590323,0.505357,1.064204,-0.174297,0.787424,-0.058131,0.824649,-0.472213,-0.079783,-0.556687,-0.271363,0.239427,-0.005171,-0.231087,-0.954984,-1.128149,-0.360555,0.035682,0.178228,-0.578012,0.533339,-0.026405,-0.195688,1.242834,0.81058,0.133458,0.52693,0.637457,2.121701,-0.070802,-0.068705,0.5263,1.581748,0.906339,-0.337079,0.227599,-0.457812,0.057891,-0.664478,0.982947,-0.313286,1.213548,0.147294,-0.360714,-0.185075,2.135554,0.308495,-0.202069,0.029076,0.434087,1.051433,0.898465,1.58808,0.07656,0.158028,1.585189,1.194077,-0.260789,-0.227378,0.926469,-0.361445,0.116444,-0.220284,-0.182711,-0.255584,0.489259,0.572998,0.252324,-0.110798,0.0109,-0.365105,-0.093863,-0.536384,-0.510029,0.499317,0.059839,-0.504452,0.119699,-0.031282,-0.321428,3.774152,0.115732,-0.413561,-0.303896,0.871552,0.368394,-0.118317,0.783552,-0.286276,3.233203,-1.336658,-1.027486,-0.301405,-0.381043
ACH-000099,-0.140823,0.100201,-0.383051,0.740815,-0.213341,0.384001,1.085884,0.01772,-0.02327,1.046945,-1.479392,-0.860444,0.042878,-0.415997,0.950964,0.129406,0.142758,-0.013022,0.516324,0.335011,0.862941,-0.630091,-0.008769,-1.279973,-0.198883,-0.177636,0.299105,0.633189,-0.010085,-1.401554,-0.656031,-0.563155,-2.526334,-0.129924,0.185224,-0.800526,0.019381,0.622388,0.063532,-0.239173,-0.033972,0.238619,-0.045579,-0.235122,-0.25577,0.07281,-0.476676,0.033785,-0.205774,-0.494715,-0.223302,0.26339,0.311174,-0.02187,-0.227857,-0.40397,0.766808,-0.521559,0.261841,-0.767347,-0.462379,2.199141,-0.650533,0.836537,0.301081,-0.939766,-0.404003,-0.17345,0.224464,1.616289,-0.105977,0.033855,0.005439,0.741593,0.051465,0.523285,0.65168,-0.108025,0.973132,-0.122721,-0.074634,0.683055,0.87585,-0.045939,-0.565574,-1.992998,-0.081948,0.009727,-0.485814,-1.031888,-0.39777,-0.596488,-0.387984,-0.108048,-0.018383,-2.457189,-0.900761,0.436259,-0.650003,-0.150093,1.423306,0.312458,-0.375461,0.707835,0.028087,0.813458,-0.03453,0.160319,-0.052325,-0.543974,0.027954,0.072698,0.083699,-0.036045,0.255803,0.554827,1.099084,-0.000701,-0.194883,-0.171797,-0.165404,0.135176,-0.195542,-0.215846,0.00689,0.506449,-0.034793,0.226152,0.421449,-0.303516,-0.285287,0.247165,-1.672573,-0.437582,-1.416251,-0.258539,-0.289188,1.638004,-0.154856,-0.303684,-0.965075,-1.068383,-0.214615,0.691612
ACH-000287,-0.170945,0.111711,-0.525458,0.483518,0.125733,0.522824,-0.659346,0.175223,-0.125973,0.799505,-1.674132,-0.916682,0.180699,-0.053497,-0.310817,0.464487,0.520606,0.120722,0.397815,0.084233,0.566091,-0.550226,0.296206,-0.762965,-0.036009,0.130346,-0.117525,-0.082479,0.283911,1.682454,0.0971,0.050625,-2.703882,0.916301,0.009719,-1.135851,0.497705,1.093344,-0.56102,-0.377174,0.042386,1.124068,-0.191422,-0.201894,0.224572,-0.024591,0.310508,0.11846,-0.007447,0.577573,0.96185,0.240036,-1.242385,-0.070391,0.098277,0.145985,0.174587,-0.572002,0.921667,-0.592259,-0.284181,-0.796962,0.62217,0.150928,-1.004954,-0.863816,-0.523997,-0.168008,0.029566,-0.503942,-0.66221,0.30932,0.172922,1.477539,0.108846,-1.022549,1.002851,-0.52799,1.839573,-0.133741,0.106537,0.844895,0.358169,0.395609,0.276086,0.653075,-0.461776,0.13147,-0.65483,0.899446,0.114888,-0.407575,-0.460656,-0.414668,1.795967,-1.339996,-1.265372,0.421166,-0.901705,0.123306,1.610693,0.13508,1.757495,-0.199043,0.264957,1.454407,-0.954302,-0.029716,0.11875,-0.134806,-0.202568,0.329231,-0.098861,0.097321,0.608851,0.417922,2.110368,0.079865,-0.050855,-0.064296,-0.162576,0.235581,-0.432214,-0.254108,-0.378065,1.321288,-0.193123,0.378523,-0.404442,-0.264814,0.940713,0.238074,4.6679,-0.410376,-0.564068,0.089267,-0.069323,0.278099,-0.177933,4.185765,-1.860279,-1.226122,0.155566,0.148002
